name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Arancini,Italian,Appetizer,vegetarian,20,20,6,Bolas de risotto fritas y crujientes rellenas de mozzarella.,Infusiona el rice con saffron para una profundidad auténtica y sirve con un coulis de tomate de alta acidez para contrarrestar la riqueza del plato.,600 g Leftover Risotto | 150 g Mozzarella | 150 g Breadcrumbs | 3 whole Eggs | 80 g Flour,"Prepara la base de risotto: sofríe 1 shallot en butter, tuesta 300 g de arborio rice, añade 900 ml de warm vegetable broth cazo a cazo removiendo durante 18 min. Incorpora el Parmesan y sazona bien. Extiende en una bandeja y refrigera hasta que esté completamente frío (mínimo 2 horas). O usa leftover risotto. (138 min) | Forma bolas con el cold risotto alrededor de un cubo de mozzarella. | Reboza en flour, pasa por egg y cubre con breadcrumbs. | Fríe en abundante aceite a 180°C durante 4–5 min hasta dorar. (5 min) | Escurre y sirve caliente con marinara sauce.",380,16,44,16,2,gluten;dairy;eggs,Updated,Arancini,es
Bistecca a la Florentina,Italian,Dinner,gluten-free;high-protein,5,15,2,"Un magnífico T-bone a la parrilla sobre carbón, acabado con aceite de oliva.",Añade pimienta Tellicherry recién molida y asegúrate de usar carbón de roble de buena calidad para un ahumado auténtico.,1.2 kg T-Bone Steak | 2 sprigs Rosemary | 2 cloves Garlic | 3 tbsp Olive Oil | 2 tsp Sea Salt,Lleva el steak a temperatura ambiente. Sazona generosamente con salt. | Asa a fuego muy alto 5 min por cada lado — entre poco hecho y al punto. (10 min) | Reposa en vertical sobre el bone durante 10 min. (10 min) | Rocía con olive oil. Corta y sirve.,680,72,0,42,0,,Updated,Bistecca alla Fiorentina,es
Cannoli Sicilianos,Italian,Dessert,make-ahead,30,15,8,Cucuruchos crujientes rellenos de ricotta endulzada y pepitas de chocolate.,Pasa el relleno por un colador de malla fina para un acabado aterciopelado y sumerge los extremos de los cannoli en tempered chocolate.,16 whole Cannoli Shells | 500 g Ricotta | 100 g Powdered Sugar | 60 g Chocolate Chips | 40 g Candied Orange | 1 tsp Cinnamon,"Prepara los cannoli: mezcla 200 g de flour, 30 g de sugar, 1 cucharadita de cinnamon, 30 g de cold butter, 1 egg yolk y 60 ml de Marsala hasta formar una masa. Reposa 30 min. Estira fina, corta en círculos, enrolla en tubos metálicos y fríe a 180°C durante 3 min hasta dorar. Enfría antes de rellenar. O usa store-bought cannoli shells. (3 min) | Escurre la ricotta en un colador durante 2 horas. (120 min) | Bate con powdered sugar y cinnamon hasta obtener una mezcla suave. | Incorpora las chocolate chips y la candied orange. | Rellena los cannoli justo antes de servir. Espolvorea con powdered sugar.",320,10,36,16,1,gluten;dairy,Updated,Cannoli Siciliani,es
Cacio e Pepe,Italian,Dinner,vegetarian;quick,5,15,4,"Perfección romana — pasta, Pecorino, pimienta negra y agua de cocción.",Usa peppercorns enteros triturados justo antes de tostarlos para preservar el picante y el aroma.,400 g Tonnarelli | 120 g Pecorino Romano | 2 tbsp Black Pepper,Tuesta el cracked pepper en una sartén seca hasta que desprenda aroma. (2 min) | Cocina el pasta en poca agua con sal. Reserva 2 tazas del pasta water. | Añade ½ taza de water al pepper en la sartén. | Añade el pasta escurrido. Mezcla fuera del fuego. | Añade el Pecorino y el pasta water poco a poco hasta obtener una salsa cremosa. (5 min),520,22,68,18,3,gluten;dairy,Updated,Cacio e Pepe,es
Focaccia Genovesa,Italian,Snack,vegan;baking,20,25,8,Pan plano con hoyuelos empapado en aceite de oliva — esponjoso por dentro y crujiente por fuera.,Opta por un proceso de fermentación larga para un desarrollo enzimático complejo.,500 g Bread Flour | 80 ml Olive Oil | 10 g Sea Salt | 7 g Yeast | 380 ml Water | 4 sprigs Rosemary,"Mezcla flour, yeast, water, la mitad del oil y salt. Amasa 8 min. (8 min) | Deja fermentar en un molde engrasado 1 hora. (60 min) | Haz hoyuelos con energía. Vierte el oil restante por encima y esparce rosemary y flaky salt. | Hornea a 230°C durante 20–25 min hasta que esté bien dorada. (22 min)",280,7,42,10,2,gluten,Updated,Focaccia Genovese,es
Minestrone,Italian,Lunch,vegan;freezer-friendly,15,35,6,Una espesa sopa estacional de verduras con pasta y alubias cannellini.,Termina con un pesto brillante o aceite de oliva virgen extra premium para realzar el sabor y la saciedad.,2 whole Courgette | 2 whole Carrot | 2 stalks Celery | 400 g Cannellini Beans | 150 g Ditalini Pasta | 400 g Canned Tomatoes | 1 whole Onion | 100 g Kale | 1 piece Parmesan Rind,"Sofríe onion, carrot y celery en olive oil 8 min. (8 min) | Añade courgette, tomatoes, Parmesan rind y 1.5L water. Cocina a fuego lento 20 min. (20 min) | Añade pasta y beans. Cocina hasta que la pasta esté tierna, 8 min. (8 min) | Añade kale. Sirve con grated Parmesan y olive oil.",280,12,44,6,9,gluten;dairy,Updated,Minestrone,es
Panzanella,Italian,Lunch,vegan,15,0,4,"Ensalada toscana de pan con tomates maduros, albahaca, pepino y alcaparras.",Sustituye el remojo en agua por un tostado al horno con ajo para mejorar la integridad estructural.,200 g Stale Ciabatta | 600 g Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Onion | 2 tbsp Capers | 20 g Basil | 3 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"Trocea bread, remoja brevemente en water y escurre bien. | Corta tomatoes y cucumber, lamina red onion finamente. | Mezcla bread, vegetables, capers y basil. | Aliña con oil y vinegar. Reposa 30 min antes de servir. (30 min)",280,7,38,12,4,gluten,Updated,Panzanella,es
Vitello Tonnato,Italian,Appetizer,gluten-free;make-ahead,20,60,6,"Ternera asada fría cortada en láminas finas, cubierta con una cremosa mayonesa de atún.",Sustituye la mayonesa por una emulsión casera de yema de huevo y aceite de oliva virgen extra para una textura lujosa.,800 g Veal Loin | 200 g Canned Tuna | 30 g Capers | 4 fillets Anchovies | 150 ml Mayonnaise | 1 whole Lemon,"Asa veal a 180°C hasta alcanzar 60°C en el interior. Deja enfriar completamente. (60 min) | Tritura tuna, capers, anchovies, mayo y lemon hasta obtener una mezcla suave. | Corta veal en láminas muy finas. Coloca en una fuente. | Vierte tuna sauce por encima. Decora con capers. Refrigera 1 hora. (60 min)",320,36,2,18,0,fish;eggs,Updated,Vitello Tonnato,es
Polenta e Funghi,Italian,Dinner,vegetarian;gluten-free,10,30,4,Polenta cremosa coronada con setas silvestres salteadas y aceite de trufa.,Desglasa los mushrooms con Marsala seco para añadir complejidad ácida.,250 g Polenta | 400 g Mixed Wild Mushrooms | 60 g Parmesan | 60 g Butter | 2 cloves Garlic | 1 tbsp Truffle Oil | 4 sprigs Thyme,"Lleva 1L salted water a ebullición. Incorpora polenta con varillas, cocina removiendo 25 min. (25 min) | Añade butter y Parmesan. Sazona bien. | Saltea mushrooms con garlic y thyme en butter hasta dorar. (8 min) | Sirve polenta coronada con mushrooms y truffle oil.",420,12,52,18,4,dairy,Updated,Polenta e Funghi,es
Spaghetti alle Vongole,Italian,Dinner,quick;seafood,10,20,4,"El auténtico clásico napolitano: almejas, ajo, vino blanco y sin nata.",Añade un chorrito final de olive oil frío de alto contenido en polifenoles y lemon zest justo antes de servir.,400 g Spaghetti | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 1 tsp Chilli Flakes | 20 g Parsley | 5 tbsp Olive Oil,"Remoja clams en cold salted water 20 min para purgar la arena. (20 min) | Cuece spaghetti al dente. Saltea garlic y chilli en oil. | Añade clams y wine, tapa y cocina al vapor 4 min hasta que abran. (4 min) | Mezcla pasta con clams y sus jugos salinos. Añade parsley. Sirve.",480,26,64,14,3,gluten;shellfish,Updated,Spaghetti alle Vongole,es
Acqua Pazza,Italian,Dinner,gluten-free;quick,5,20,4,"Pescado entero escalfado en agua loca: tomates, ajo y vino blanco.",Termina con un vigoroso chorro de olive oil virgen extra frío para transformar el caldo ligero en una emulsión lujosa de nivel Michelin.,2 whole Whole Sea Bass | 300 g Cherry Tomatoes | 150 ml White Wine | 4 cloves Garlic | 20 g Parsley | 2 tbsp Capers | 4 tbsp Olive Oil,"Sofríe garlic en olive oil. Añade tomatoes, wine, capers y 200ml water. (3 min) | Añade fish. Tapa y cocina 12–15 min. (14 min) | Esparce parsley. Sirve fish en su caldo de cocción con crusty bread.",340,42,6,14,2,fish,Updated,Acqua Pazza,es
Ravioli al Burro e Salvia,Italian,Dinner,vegetarian,40,5,4,Raviolis frescos de ricotta y espinacas en mantequilla tostada con salvia.,Termina con un chorrito de pasta water y unas gotas de lemon juice para equilibrar la grasa de la mantequilla.,400 g Fresh Pasta Dough | 300 g Ricotta | 150 g Spinach | 80 g Parmesan | 80 g Butter | 12 leaves Sage | 1 whole Egg,"Mustia spinach, escurre bien y pica. Mezcla con ricotta, Parmesan y seasoning. | Estira pasta fina. Coloca el relleno en montoncitos, dobla y corta ravioli. | Cuece en boiling salted water 3 min. (3 min) | Dora butter con sage leaves hasta que huela a nuez. (3 min) | Escurre ravioli, mezcla con sage butter y extra Parmesan.",540,22,52,26,3,gluten;dairy;eggs,Updated,Ravioli al Burro e Salvia,es
Torta della Nonna,Italian,Dessert,vegetarian,30,40,8,"La tarta de la abuela: masa quebrada, crema pastelera y piñones. La masa quebrada comprada funciona perfectamente aquí, o prepárala desde cero: frota 200g de cold butter en 400g de flour, añade 2 tbsp de cold water, refrigera 30 min antes de estirar.",Cambia la flour por cornstarch y hornea la masa en blanco para garantizar una base crujiente y dorada.,400 g Shortcrust Pastry | 500 ml Milk | 5 whole Egg Yolks | 100 g Sugar | 40 g Flour | 1 tbsp Lemon Zest | 60 g Pine Nuts | 2 tbsp Powdered Sugar,"Prepara la crema: bate yolks con sugar, flour y lemon. Añade hot milk, cocina removiendo hasta espesar. (10 min) | Forra el molde con pastry. Rellena con la crema fría. | Cubre con una segunda lámina de pastry, esparce pine nuts por encima. | Hornea a 180°C durante 35 min hasta dorar. (35 min) | Espolvorea powdered sugar cuando esté fría.",380,10,44,18,2,gluten;dairy;nuts;eggs,Updated,Torta della Nonna,es
Pasta e Fagioli,Italian,Lunch,vegan;freezer-friendly,10,35,6,Espesa sopa de pasta y alubias: el plato de confort italiano por excelencia.,Desglasa el soffritto con vino blanco seco y sustituye el water por un caldo de calidad para enriquecer el perfil de sabor.,200 g Ditalini Pasta | 400 g Cannellini Beans | 1 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 400 g Canned Tomatoes | 2 sprigs Rosemary | 1 piece Parmesan Rind,"Sofríe onion, carrot y celery en olive oil hasta ablandar. (8 min) | Añade garlic, tomatoes, beans, rosemary, Parmesan rind y 800ml water. | Cocina a fuego lento 20 min. Retira el rind. (20 min) | Añade pasta. Cocina hasta que esté tierna, 8 min. (8 min) | Ajusta la consistencia. Sirve con un chorrito de olive oil.",340,14,58,6,10,gluten;dairy,Updated,Pasta e Fagioli,es
Tagliata di Manzo,Italian,Dinner,quick;gluten-free,5,10,4,Entrecot reposado y laminado sobre rúcula con virutas de Parmesano y balsámico.,Sustituye el glaseado por un balsámico envejecido 12 años y termina con Maldon sea salt para un contraste textural sofisticado.,800 g Ribeye Steak | 100 g Rocket | 60 g Parmesan | 2 tbsp Balsamic Glaze | 3 tbsp Olive Oil | 2 sprigs Rosemary | 1 whole Red Onion | 1 whole Lemon | 1 whole Lemon | 2 whole Eggs | 200 ml White Wine | 2 whole Eggs | 1 whole Lemon,Sazona steak generosamente. Sella en una sartén muy caliente 3-4 min por lado. (7 min) | Reposa 8 min. (8 min) | Corta en láminas finas en diagonal. | Coloca sobre rocket. Cubre con Parmesan shavings y balsamic glaze.,460,46,2,28,1,dairy,Updated,Tagliata di Manzo,es
Musaka,Greek,Dinner,family-friendly,30,65,6,"Capas de berenjena, cordero especiado y cremosa bechamel — el clásico griego.",Asa la berenjena con un ligero toque de olive oil y desgrasa la salsa de cordero antes de montar las capas para un acabado más limpio.,1 kg Eggplant | 600 g Ground Lamb | 400 g Canned Tomatoes | 1 whole Onion | 1 tsp Cinnamon | 600 ml Milk | 60 g Butter | 50 g Flour | 60 g Parmesan | 3 whole Eggs,"Corta, sala y fríe la eggplant hasta dorar. (15 min) | Cocina el lamb con onion, tomatoes y cinnamon hasta que esté seco. (20 min) | Prepara la bechamel y añade las egg yolks. | Monta las capas: eggplant, meat, eggplant, bechamel. Cubre con Parmesan. | Hornea a 180°C durante 45 min. (45 min) | Deja enfriar 20 min antes de cortar. (20 min)",520,28,22,34,5,gluten;dairy;eggs,Updated,Moussaka,es
Spanakopita,Greek,Appetizer,vegetarian,25,40,8,Hojaldre crujiente de filo relleno de spinach y feta salada. La masa filo comprada es lo habitual. Mantén las hojas cubiertas con un paño húmedo mientras trabajas.,Incorpora pine nuts tostados para contraste de texturas y ralladura de lemon para contrarrestar las grasas.,400 g Filo Pastry | 700 g Spinach | 300 g Feta | 3 whole Eggs | 1 whole Onion | 20 g Dill | 80 g Butter,"Pochea el spinach y escúrrelo bien. Mezcla con feta desmenuzada, eggs, onion y dill. | Coloca 6 hojas de filo enmantequilladas en un molde. | Extiende el relleno de spinach. Cubre con 6 hojas más de buttered filo. Marca la superficie. | Hornea a 190°C durante 35–40 min hasta dorar. (38 min)",340,14,28,20,3,gluten;dairy;eggs,Updated,Spanakopita,es
Plato de Souvlaki,Greek,Dinner,family-friendly;gluten-free,15,15,4,"Brochetas de pork a la parrilla con oregano, pita, tzatziki y patatas fritas.",Aplica una salmuera seca de 24 horas antes de marinar para mejorar la retención de jugos y termina con un aceite de acabado prensado en frío para un resultado lujoso.,700 g Pork Shoulder | 3 tbsp Olive Oil | 2 whole Lemon | 2 tsp Oregano | 3 cloves Garlic | 4 whole Pita | 200 ml Tzatziki,"Corta el pork en cubos y marina con oil, lemon, oregano y garlic durante 1 hora. (60 min) | Ensarta en skewers. Asa a fuego muy alto, girando, 10–12 min. (11 min) | Sirve con warm pita, tzatziki, tomatoes en rodajas y onion.",520,42,36,22,3,gluten;dairy,Updated,Souvlaki Platter,es
Ensalada Griega,Greek,Lunch,vegan;gluten-free;quick,10,0,4,"Tomatoes, cucumber, olives, cebolla roja y un bloque de feta con olive oil.",Añade un chorrito de vinagre de red wine envejecido y termina con flowering oregano fresco.,400 g Tomatoes | 1 whole Cucumber | 100 g Kalamata Olives | 200 g Feta | 1 whole Red Onion | 4 tbsp Olive Oil | 1 tsp Oregano,Corta los tomatoes y el cucumber en trozos grandes. | Lamina la onion finamente. Mezcla con las olives. | Aliña con olive oil y oregano. Coloca el feta entero encima.,280,10,12,22,3,dairy,Updated,Greek Salad,es
Tzatziki,Greek,Appetizer,vegetarian;gluten-free;quick,10,0,6,Dip griego fresco y con ajo de yogur y cucumber — el acompañamiento esencial.,Termina con un hilo de aceite de primera calidad y una pizca de white pepper para un paladar más refinado y profesional.,500 g Greek Yogurt | 1 whole Cucumber | 2 cloves Garlic | 15 g Dill | 2 tbsp Olive Oil | 0.5 whole Lemon | 1 tsp White Wine Vinegar,"Ralla el cucumber, sala y exprime todo el líquido. | Mezcla el yogurt con el cucumber, minced garlic, dill y olive oil. | Añade lemon juice y vinegar. Sazona. Enfría 30 min. (30 min)",120,8,6,7,1,dairy,Updated,Tzatziki,es
