name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Parmigiana di Melanzane,Italian,Dinner,vegetarian,30,40,6,"Melanzane fritte, salsa di pomodoro e mozzarella filante cotte al forno fino a doratura.",Terminare con un filo di olio extravergine di oliva pregiato e basilico fresco dopo la cottura per preservare i composti aromatici volatili.,1 kg Eggplant | 600 ml Tomato Sauce | 300 g Mozzarella | 100 g Parmesan | 3 whole Eggs | 100 g Breadcrumbs | 20 g Basil,"Salare le fette di eggplant, scolare 20 min, asciugare. (20 min) | Passare nell'egg, rivestire con breadcrumbs, friggere fino a doratura. | Disporre a strati nella teglia: sauce, eggplant, mozzarella, Parmesan. Ripetere. | Cuocere in forno a 190°C per 30 min. (30 min)",380,20,28,22,6,gluten;dairy;eggs,Updated,Eggplant Parmigiana,it
Linguine alle Vongole,Italian,Dinner,quick;seafood,10,20,4,Vongole profumate aperte al vapore nel vino bianco con aglio e prezzemolo.,Emulsionare la salsa con un goccio di acqua di cottura della pasta e una noce di cold butter per un risultato da ristorante.,400 g Linguine | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 20 g Parsley | 1 tsp Chilli Flakes | 4 tbsp Olive Oil,"Cuocere le linguine al dente. | Soffriggere il garlic e il chilli. Aggiungere le clams e il wine. (2 min) | Coprire e cuocere a vapore finché le clams si aprono, 4 min. (4 min) | Mantecare la pasta scolata con la salsa alle clams e il parsley.",480,26,64,12,3,gluten;shellfish,Updated,Clam Linguine,it
Ribollita,Italian,Lunch,vegan;freezer-friendly,15,60,6,Zuppa toscana di pane e fagioli — cucina povera nella sua massima espressione.,Lasciare riposare il piatto una notte per ottenere la complessità autentica della 'ribollita'.,400 g Cannellini Beans | 300 g Kale | 200 g Crusty Bread | 400 g Canned Tomatoes | 2 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 2 sprigs Rosemary,"Soffriggere onion, carrot e celery nell'olive oil per 8 min. (8 min) | Aggiungere garlic, tomatoes, beans, rosemary e 1,5L di water. Cuocere a fuoco lento 30 min. (30 min) | Incorporare il kale, cuocere 10 min. (10 min) | Aggiungere il bread spezzettato, mescolare per addensare. Riposare 10 min. (10 min) | Condire con extra virgin olive oil e servire.",320,14,52,7,12,gluten,Updated,Ribollita,it
Calamari Fritti,Italian,Appetizer,seafood,15,10,4,Anelli di calamaro fritti leggerissimi con limone e aioli.,Incorporare il 30% di cornstarch nella flour e aromatizzare con scorza di limone e white pepper per un sapore superiore.,600 g Squid | 150 g Flour | 200 ml Sparkling Water | 2 whole Lemon | 100 ml Aioli,"Tagliare il squid ad anelli. Preparare la pastella con flour e cold sparkling water. | Scaldare l'oil a 190°C. Immergere il squid nella batter, friggere in più riprese 2 min. (4 min) | Scolare, salare con salt. Servire con lemon e aioli.",320,22,28,14,1,gluten;shellfish;eggs,Updated,Calamari Fritti,it
Panna Cotta,Italian,Dessert,gluten-free;make-ahead,10,5,6,"Crema alla vaniglia vellutata addensata con gelatina, servita con coulis di frutti di bosco.",Lasciare in infusione il vanilla bean a 65°C per 20 minuti per massimizzare l'estrazione aromatica senza degradare le proteine della cream.,600 ml Heavy Cream | 80 g Sugar | 1 whole Vanilla Bean | 6 g Gelatin | 200 g Mixed Berries,"Ammorbidire la gelatin in cold water per 5 min. (5 min) | Scaldare la cream con lo sugar e la vanilla fino a sfiorare il bollore. (5 min) | Aggiungere la gelatin strizzata, mescolare per scioglierla. Versare negli stampini. | Refrigerare per 4+ ore. (240 min) | Cuocere i berries con lo sugar per il coulis. Servire sulla panna cotta sformata.",340,4,24,26,1,dairy,Updated,Panna Cotta,it
Arancini,Italian,Appetizer,vegetarian,20,20,6,Polpette di riso fritte e croccanti ripiene di mozzarella.,Aromatizzare il rice con lo saffron per un'autentica profondità di sapore e servire con un coulis di pomodoro ad alta acidità per bilanciare la ricchezza.,600 g Leftover Risotto | 150 g Mozzarella | 150 g Breadcrumbs | 3 whole Eggs | 80 g Flour,"Preparare la base di risotto: soffriggere 1 shallot nel butter, tostare 300g di arborio rice, aggiungere 900ml di warm vegetable broth mestolo per mestolo mescolando per 18 min. Incorporare il Parmesan, aggiustare di sale. Stendere su un vassoio e refrigerare fino a completo raffreddamento (minimo 2 ore). In alternativa usare risotto avanzato. (138 min) | Formare delle sfere di risotto freddo attorno a un cubetto di mozzarella. | Passare nella flour, immergere nell'egg, rivestire con breadcrumbs. | Friggere in olio profondo a 180°C per 4–5 min fino a doratura. (5 min) | Scolare e servire caldi con marinara sauce.",380,16,44,16,2,gluten;dairy;eggs,Updated,Arancini,it
Bistecca alla Fiorentina,Italian,Dinner,gluten-free;high-protein,5,15,2,"Una magnifica T-bone grigliata sulla brace, rifinita con olio d'oliva.",Aggiungere Tellicherry pepper appena macinato e utilizzare carbone di rovere di alta qualità per un'autentica nota affumicata.,1.2 kg T-Bone Steak | 2 sprigs Rosemary | 2 cloves Garlic | 3 tbsp Olive Oil | 2 tsp Sea Salt,Portare la steak a temperatura ambiente. Condire generosamente con salt. | Grigliare a fuoco molto alto 5 min per lato — al sangue o quasi. (10 min) | Far riposare in piedi sull'osso 10 min. (10 min) | Condire con olive oil. Affettare e servire.,680,72,0,42,0,,Updated,Bistecca alla Fiorentina,it
Cannoli Siciliani,Italian,Dessert,make-ahead,30,15,8,Scorze croccanti ripiene di ricotta dolce e chocolate chips.,Passare il ripieno attraverso un colino a maglie fini per una consistenza vellutata e immergere le estremità delle scorze nel chocolate temperato.,16 whole Cannoli Shells | 500 g Ricotta | 100 g Powdered Sugar | 60 g Chocolate Chips | 40 g Candied Orange | 1 tsp Cinnamon,"Preparare le scorze: amalgamare 200g di flour, 30g di sugar, 1 cucchiaino di cinnamon, 30g di cold butter, 1 egg yolk e 60ml di Marsala fino a ottenere un impasto. Far riposare 30 min. Stendere sottile, tagliare in cerchi, avvolgere attorno agli appositi cilindri metallici e friggere in olio a 180°C per 3 min fino a doratura. Far raffreddare prima di farcire. In alternativa usare cannoli shells già pronti. (3 min) | Scolare la ricotta in un colino per 2 ore. (120 min) | Lavorare con powdered sugar e cinnamon fino a ottenere un composto liscio. | Incorporare chocolate chips e candied orange. | Farcire le scorze con il sac-à-poche appena prima di servire. Spolverare con powdered sugar.",320,10,36,16,1,gluten;dairy,Updated,Cannoli Siciliani,it
Cacio e Pepe,Italian,Dinner,vegetarian;quick,5,15,4,"Perfezione romana — pasta, Pecorino, pepe nero e acqua di cottura.",Usare peppercorns interi pestati immediatamente prima della tostatura per preservarne il calore e l'aroma.,400 g Tonnarelli | 120 g Pecorino Romano | 2 tbsp Black Pepper,Tostare il cracked pepper in una padella asciutta fino a quando è fragrante. (2 min) | Cuocere la pasta in poca acqua salata. Conservare 2 tazze di pasta water. | Aggiungere ½ tazza di water al pepper nella padella. | Aggiungere la pasta scolata. Mantecare fuori dal fuoco. | Aggiungere il Pecorino e la pasta water gradualmente fino a ottenere una crema. (5 min),520,22,68,18,3,gluten;dairy,Updated,Cacio e Pepe,it
Focaccia Genovese,Italian,Snack,vegan;baking,20,25,8,"Pane piatto cosparso di olio d'oliva con caratteristiche fossette — soffice all'interno, croccante all'esterno.",Optare per un processo di lievitazione lenta per uno sviluppo enzimatico complesso.,500 g Bread Flour | 80 ml Olive Oil | 10 g Sea Salt | 7 g Yeast | 380 ml Water | 4 sprigs Rosemary,"Mescolare flour, yeast, water, metà dell'oil e il salt. Impastare 8 min. (8 min) | Far lievitare in una teglia oleata per 1 ora. (60 min) | Creare le fossette con decisione. Versare l'oil rimasto, distribuire rosemary e flaky salt. | Cuocere in forno a 230°C per 20–25 min fino a doratura intensa. (22 min)",280,7,42,10,2,gluten,Updated,Focaccia Genovese,it
Minestrone,Italian,Lunch,vegan;freezer-friendly,15,35,6,Una densa zuppa di verdure di stagione con pasta e cannellini.,Concludi con un pesto vivace o un olio extravergine di oliva di qualità per esaltare il sapore e la sazietà.,2 whole Courgette | 2 whole Carrot | 2 stalks Celery | 400 g Cannellini Beans | 150 g Ditalini Pasta | 400 g Canned Tomatoes | 1 whole Onion | 100 g Kale | 1 piece Parmesan Rind,"Soffriggere onion, carrot e celery in olive oil per 8 minuti. (8 min) | Aggiungere courgette, tomatoes, Parmesan rind e 1,5L di acqua. Cuocere a fuoco lento 20 minuti. (20 min) | Aggiungere pasta e beans. Cuocere finché la pasta è tenera, 8 minuti. (8 min) | Aggiungere kale. Servire con Parmesan grattugiato e olive oil.",280,12,44,6,9,gluten;dairy,Updated,Minestrone,it
Panzanella,Italian,Lunch,vegan,15,0,4,"Insalata di pane toscana con pomodori maturi, basilico, cetriolo e capperi.",Sostituisci l'ammollo in acqua con una tostatura in forno con aglio per migliorare la consistenza strutturale.,200 g Stale Ciabatta | 600 g Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Onion | 2 tbsp Capers | 20 g Basil | 3 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"Spezzare il bread, ammollarlo brevemente in acqua poi strizzarlo. | Tagliare i tomatoes e il cucumber, affettare finemente la red onion. | Unire bread, verdure, capers e basil. | Condire con oil e vinegar. Lasciare riposare 30 minuti prima di servire. (30 min)",280,7,38,12,4,gluten,Updated,Panzanella,it
Vitello Tonnato,Italian,Appetizer,gluten-free;make-ahead,20,60,6,"Vitello arrosto freddo affettato sottilmente, ricoperto da una cremosa maionese al tonno.",Sostituisci la maionese con un'emulsione preparata a mano con tuorli d'uovo e olio extravergine di oliva per una consistenza lussuosa.,800 g Veal Loin | 200 g Canned Tuna | 30 g Capers | 4 fillets Anchovies | 150 ml Mayonnaise | 1 whole Lemon,"Arrostire il veal a 180°C fino a raggiungere 60°C al cuore. Lasciar raffreddare completamente. (60 min) | Frullare tuna, capers, anchovies, mayo e lemon fino a ottenere una crema liscia. | Affettare il veal molto sottilmente. Disporre su un piatto da portata. | Versare la salsa di tuna sopra. Guarnire con capers. Refrigerare 1 ora. (60 min)",320,36,2,18,0,fish;eggs,Updated,Vitello Tonnato,it
Polenta e Funghi,Italian,Dinner,vegetarian;gluten-free,10,30,4,Polenta cremosa guarnita con funghi selvatici saltati e olio al tartufo.,Sfuma i funghi con Marsala secco per aggiungere una piacevole complessità acidula.,250 g Polenta | 400 g Mixed Wild Mushrooms | 60 g Parmesan | 60 g Butter | 2 cloves Garlic | 1 tbsp Truffle Oil | 4 sprigs Thyme,"Portare a ebollizione 1L di acqua salata. Incorporare la polenta a filo, cuocere mescolando per 25 minuti. (25 min) | Aggiungere butter e Parmesan. Aggiustare di sale. | Saltare i mushrooms con garlic e thyme in butter fino a doratura. (8 min) | Servire la polenta guarnita con i mushrooms e truffle oil.",420,12,52,18,4,dairy,Updated,Polenta e Funghi,it
Spaghetti alle Vongole,Italian,Dinner,quick;seafood,10,20,4,"Il vero classico napoletano — vongole, aglio, vino bianco, senza panna.",Aggiungi un filo di olive oil freddo ad alto contenuto fenolico e scorza di lemon appena prima di servire.,400 g Spaghetti | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 1 tsp Chilli Flakes | 20 g Parsley | 5 tbsp Olive Oil,"Immergere le clams in acqua salata fredda per 20 minuti per spurgarle dalla sabbia. (20 min) | Cuocere gli spaghetti al dente. Soffriggere garlic e chilli in oil. | Aggiungere clams e wine, coprire e cuocere a vapore 4 minuti finché si aprono. (4 min) | Mantecare la pasta con le clams e il loro liquido saporito. Aggiungere parsley. Servire.",480,26,64,14,3,gluten;shellfish,Updated,Spaghetti alle Vongole,it
Acqua Pazza,Italian,Dinner,gluten-free;quick,5,20,4,"Pesce intero in umido nell'acqua pazza — pomodori, aglio e vino bianco.",Concludi con una vigorosa emulsione di olive oil freddo extravergine per trasformare il brodetto leggero in una lussuosa salsa degna di uno stellato.,2 whole Whole Sea Bass | 300 g Cherry Tomatoes | 150 ml White Wine | 4 cloves Garlic | 20 g Parsley | 2 tbsp Capers | 4 tbsp Olive Oil,"Soffriggere garlic in olive oil. Aggiungere tomatoes, wine, capers e 200ml di acqua. (3 min) | Adagiare il fish. Coprire e cuocere 12–15 minuti. (14 min) | Cospargere con parsley. Servire il fish nel suo brodetto di cottura con crusty bread.",340,42,6,14,2,fish,Updated,Acqua Pazza,it
Ravioli al Burro e Salvia,Italian,Dinner,vegetarian,40,5,4,Ravioli freschi di ricotta e spinaci al burro nocciola con salvia.,Aggiungi un goccio di acqua di cottura della pasta e qualche goccia di lemon juice per bilanciare il grasso del burro.,400 g Fresh Pasta Dough | 300 g Ricotta | 150 g Spinach | 80 g Parmesan | 80 g Butter | 12 leaves Sage | 1 whole Egg,"Appassire gli spinach, strizzarli bene, tritarli. Mescolare con ricotta, Parmesan e condire. | Stendere la pasta sottile. Disporre il ripieno a mucchietti, piegare e ritagliare i ravioli. | Cuocere in abbondante acqua salata bollente per 3 minuti. (3 min) | Far dorare il butter con sage leaves fino a ottenere un aroma nocciola. (3 min) | Scolare i ravioli, mantecarli con il sage butter e altro Parmesan.",540,22,52,26,3,gluten;dairy;eggs,Updated,Ravioli al Burro e Salvia,it
Torta della Nonna,Italian,Dessert,vegetarian,30,40,8,"La torta della nonna — pasta frolla, crema pasticcera e pinoli. La pasta frolla già pronta funziona perfettamente — oppure preparala da zero: lavora 200g di cold butter con 400g di flour, aggiungi 2 cucchiai di cold water, riposa in frigo 30 minuti prima di stendere.",Sostituisci la flour con cornstarch e cuoci la frolla in bianco per garantire una base croccante e dorata.,400 g Shortcrust Pastry | 500 ml Milk | 5 whole Egg Yolks | 100 g Sugar | 40 g Flour | 1 tbsp Lemon Zest | 60 g Pine Nuts | 2 tbsp Powdered Sugar,"Preparare la crema: sbattere i yolks con sugar, flour e lemon. Aggiungere il latte caldo, cuocere mescolando fino ad addensare. (10 min) | Foderare uno stampo da crostata con la pastry. Riempire con la crema raffreddata. | Coprire con un secondo strato di pastry, cospargere con pine nuts. | Cuocere a 180°C per 35 minuti fino a doratura. (35 min) | Spolverare con powdered sugar a freddo.",380,10,44,18,2,gluten;dairy;nuts;eggs,Updated,Torta della Nonna,it
Pasta e Fagioli,Italian,Lunch,vegan;freezer-friendly,10,35,6,Densa zuppa di pasta e fagioli — il piatto di conforto italiano per eccellenza.,Sfuma il soffritto con vino bianco secco e sostituisci l'acqua con un brodo di qualità per un sapore più profondo.,200 g Ditalini Pasta | 400 g Cannellini Beans | 1 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 400 g Canned Tomatoes | 2 sprigs Rosemary | 1 piece Parmesan Rind,"Soffriggere onion, carrot e celery in olive oil fino a doratura. (8 min) | Aggiungere garlic, tomatoes, beans, rosemary, Parmesan rind e 800ml di acqua. | Cuocere a fuoco lento 20 minuti. Rimuovere la rind. (20 min) | Aggiungere la pasta. Cuocere fino a cottura, 8 minuti. (8 min) | Regolare la consistenza. Servire con un filo di olive oil.",340,14,58,6,10,gluten;dairy,Updated,Pasta e Fagioli,it
Tagliata di Manzo,Italian,Dinner,quick;gluten-free,5,10,4,Fettine di ribeye riposato su rucola con scaglie di Parmigiano e balsamico.,Sostituisci la glassa con un aceto balsamico invecchiato 12 anni e concludi con sale Maldon per un contrasto di consistenze raffinato.,800 g Ribeye Steak | 100 g Rocket | 60 g Parmesan | 2 tbsp Balsamic Glaze | 3 tbsp Olive Oil | 2 sprigs Rosemary | 1 whole Red Onion | 1 whole Lemon | 1 whole Lemon | 2 whole Eggs | 200 ml White Wine | 2 whole Eggs | 1 whole Lemon,Condire generosamente lo steak. Scottarlo in una padella rovente 3-4 minuti per lato. (7 min) | Lasciar riposare 8 minuti. (8 min) | Affettare sottilmente in diagonale. | Disporre su rocket. Completare con scaglie di Parmesan e balsamic glaze.,460,46,2,28,1,dairy,Updated,Tagliata di Manzo,it
Moussaka,Greek,Dinner,family-friendly,30,65,6,"Strati di melanzane, agnello speziato e cremosa besciamella — il classico greco.",Arrostisci le melanzane con un leggero filo di olio d'oliva e sgocciola il grasso dal ragù di agnello prima di fare gli strati per un risultato più pulito.,1 kg Eggplant | 600 g Ground Lamb | 400 g Canned Tomatoes | 1 whole Onion | 1 tsp Cinnamon | 600 ml Milk | 60 g Butter | 50 g Flour | 60 g Parmesan | 3 whole Eggs,"Affetta, sala e friggi le eggplant finché sono dorate. (15 min) | Cuoci il lamb con onion, tomatoes e cinnamon finché asciutto. (20 min) | Prepara la besciamella, aggiungi i egg yolks. | Strati: eggplant, carne, eggplant, besciamella. Ricopri con Parmesan. | Cuoci in forno a 180°C per 45 min. (45 min) | Lascia raffreddare 20 min prima di tagliare. (20 min)",520,28,22,34,5,gluten;dairy;eggs,Updated,Moussaka,it
Spanakopita,Greek,Appetizer,vegetarian,25,40,8,Sfoglia croccante di filo ripiena di spinaci e feta salata. La pasta filo confezionata è quella standard. Tieni i fogli coperti con un panno umido mentre lavori.,Incorpora pine nuts tostati per un contrasto di texture e scorza di lemon per bilanciare i grassi pesanti.,400 g Filo Pastry | 700 g Spinach | 300 g Feta | 3 whole Eggs | 1 whole Onion | 20 g Dill | 80 g Butter,"Appassisci gli spinach, strizzali bene. Mescola con feta sbriciolata, eggs, onion e dill. | Stendi 6 fogli di filo imburrati in una teglia. | Distribuisci il ripieno di spinach. Ricopri con altri 6 fogli di filo imburrati. Incidi la superficie. | Cuoci in forno a 190°C per 35–40 min finché dorata. (38 min)",340,14,28,20,3,gluten;dairy;eggs,Updated,Spanakopita,it
Piatto di Souvlaki,Greek,Dinner,family-friendly;gluten-free,15,15,4,"Spiedini di maiale grigliati con origano, pita, tzatziki e patatine fritte.",Prova una salamoia a secco di 24 ore prima di marinare per migliorare la ritenzione di umidità e finisci con un olio a spremitura a freddo per un tocco di lusso.,700 g Pork Shoulder | 3 tbsp Olive Oil | 2 whole Lemon | 2 tsp Oregano | 3 cloves Garlic | 4 whole Pita | 200 ml Tzatziki,"Taglia il pork a cubetti, marina con oil, lemon, oregano e garlic per 1 ora. (60 min) | Infilza sugli skewers. Griglia a fuoco vivo, girando, per 10–12 min. (11 min) | Servi con pita calda, tzatziki, tomatoes a fette e onion.",520,42,36,22,3,gluten;dairy,Updated,Souvlaki Platter,it
Insalata Greca,Greek,Lunch,vegan;gluten-free;quick,10,0,4,"Pomodori, cetrioli, olive, cipolla rossa e un blocco di feta con olio d'oliva.",Aggiungi un goccio di red wine vinegar invecchiato e finisci con oregano fresco in fiore.,400 g Tomatoes | 1 whole Cucumber | 100 g Kalamata Olives | 200 g Feta | 1 whole Red Onion | 4 tbsp Olive Oil | 1 tsp Oregano,Taglia tomatoes e cucumber a pezzi grossi. | Affetta finemente l'onion. Unisci con le olives. | Condisci con olive oil e oregano. Adagia il feta intero sopra.,280,10,12,22,3,dairy,Updated,Greek Salad,it
