name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Parmigiana d'Aubergine,Italian,Dinner,vegetarian,30,40,6,"Aubergine frite, sauce tomate et mozzarella fondante gratinées au four.",Terminez avec un filet d'huile d'olive extra-vierge de qualité supérieure et du basilic frais après la cuisson pour préserver les arômes volatils.,1 kg Eggplant | 600 ml Tomato Sauce | 300 g Mozzarella | 100 g Parmesan | 3 whole Eggs | 100 g Breadcrumbs | 20 g Basil,"Saler les tranches d'eggplant, égoutter 20 min, sécher. (20 min) | Tremper dans l'egg, enrober de breadcrumbs, frire jusqu'à dorure. | Disposer en couches dans le plat : sauce, eggplant, mozzarella, Parmesan. Répéter. | Cuire au four à 190°C pendant 30 min. (30 min)",380,20,28,22,6,gluten;dairy;eggs,Updated,Eggplant Parmigiana,fr
Linguine aux Palourdes,Italian,Dinner,quick;seafood,10,20,4,Palourdes savoureuses ouvertes à la vapeur dans du vin blanc avec de l'ail et du persil.,Émulsionnez la sauce avec une louche d'eau de cuisson des pâtes et une noix de cold butter pour une finition digne d'un restaurant.,400 g Linguine | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 20 g Parsley | 1 tsp Chilli Flakes | 4 tbsp Olive Oil,"Cuire les linguine al dente. | Faire revenir l'ail et le chilli. Ajouter les clams et le wine. (2 min) | Couvrir et cuire à la vapeur jusqu'à ouverture des clams, 4 min. (4 min) | Mélanger les pâtes égouttées avec la sauce aux clams et le parsley.",480,26,64,12,3,gluten;shellfish,Updated,Clam Linguine,fr
Ribollita,Italian,Lunch,vegan;freezer-friendly,15,60,6,Soupe toscane au pain et aux haricots — la cuisine paysanne dans ce qu'elle a de meilleur.,Laissez reposer le plat toute une nuit pour obtenir la complexité authentique du « re-boiled ».,400 g Cannellini Beans | 300 g Kale | 200 g Crusty Bread | 400 g Canned Tomatoes | 2 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 2 sprigs Rosemary,"Faire revenir l'onion, la carrot et le celery dans l'olive oil pendant 8 min. (8 min) | Ajouter l'ail, les tomatoes, les beans, le rosemary et 1,5L d'eau. Laisser mijoter 30 min. (30 min) | Incorporer le kale, cuire 10 min. (10 min) | Ajouter le bread déchiré, remuer pour épaissir. Laisser reposer 10 min. (10 min) | Arroser d'extra virgin olive oil et servir.",320,14,52,7,12,gluten,Updated,Ribollita,fr
Calamars Frits,Italian,Appetizer,seafood,15,10,4,"Anneaux de calamars frits légers comme l'air, servis avec citron et aïoli.",Incorporez 30 % de cornstarch à la flour et assaisonnez avec du zeste de citron et du white pepper pour une saveur rehaussée.,600 g Squid | 150 g Flour | 200 ml Sparkling Water | 2 whole Lemon | 100 ml Aioli,"Couper le squid en anneaux. Préparer une pâte avec la flour et de la cold sparkling water. | Chauffer l'huile à 190°C. Tremper le squid dans la pâte, frire par lots 2 min. (4 min) | Égoutter, assaisonner avec du salt. Servir avec du lemon et de l'aioli.",320,22,28,14,1,gluten;shellfish;eggs,Updated,Calamari Fritti,fr
Panna Cotta,Italian,Dessert,gluten-free;make-ahead,10,5,6,"Crème vanillée soyeuse prise avec de la gélatine, nappée de coulis de fruits rouges.",Infusez la gousse de vanilla à 65°C pendant 20 minutes pour maximiser l'extraction aromatique sans dégrader les protéines de la cream.,600 ml Heavy Cream | 80 g Sugar | 1 whole Vanilla Bean | 6 g Gelatin | 200 g Mixed Berries,"Faire gonfler la gelatin dans de la cold water pendant 5 min. (5 min) | Chauffer la cream avec le sugar et la vanilla jusqu'à frémissement. (5 min) | Ajouter la gelatin essorée, remuer pour dissoudre. Verser dans des moules. | Réfrigérer 4 h minimum. (240 min) | Cuire les berries avec du sugar pour le coulis. Servir sur la panna cotta démoulée.",340,4,24,26,1,dairy,Updated,Panna Cotta,fr
Arancini,Italian,Appetizer,vegetarian,20,20,6,"Boulettes de risotto frites et croustillantes, fourrées à la mozzarella.",Infusez le riz avec du saffron pour une profondeur authentique et servez avec un coulis de tomates bien acidulé pour contrebalancer le côté riche.,600 g Leftover Risotto | 150 g Mozzarella | 150 g Breadcrumbs | 3 whole Eggs | 80 g Flour,"Préparer la base de risotto : faire revenir 1 shallot dans le butter, faire toaster 300g d'arborio rice, ajouter 900ml de warm vegetable broth louche par louche en remuant pendant 18 min. Incorporer le Parmesan, bien assaisonner. Étaler sur une plaque et réfrigérer jusqu'à complet refroidissement (minimum 2 h). Ou utiliser du risotto de la veille. (138 min) | Façonner le risotto froid en boulettes autour d'un cube de mozzarella. | Rouler dans la flour, tremper dans l'egg, enrober de breadcrumbs. | Frire en friture à 180°C pendant 4 à 5 min jusqu'à dorure. (5 min) | Égoutter et servir chaud avec la marinara sauce.",380,16,44,16,2,gluten;dairy;eggs,Updated,Arancini,fr
Bistecca alla Fiorentina,Italian,Dinner,gluten-free;high-protein,5,15,2,"Un magnifique T-bone grillé au charbon de bois, fini à l'huile d'olive.",Ajoutez du Tellicherry pepper fraîchement concassé et veillez à utiliser du charbon de chêne de qualité pour un fumé authentique.,1.2 kg T-Bone Steak | 2 sprigs Rosemary | 2 cloves Garlic | 3 tbsp Olive Oil | 2 tsp Sea Salt,Amener le steak à température ambiante. Assaisonner généreusement avec du salt. | Griller sur feu très vif 5 min de chaque côté — saignant à mi-saignant. (10 min) | Laisser reposer debout sur l'os pendant 10 min. (10 min) | Arroser d'olive oil. Trancher et servir.,680,72,0,42,0,,Updated,Bistecca alla Fiorentina,fr
Cannoli Siciliens,Italian,Dessert,make-ahead,30,15,8,Coques croustillantes garnies de ricotta sucrée et de pépites de chocolat.,Passez la garniture au tamis fin pour une texture veloutée et trempez les extrémités des coques dans du tempered chocolate.,16 whole Cannoli Shells | 500 g Ricotta | 100 g Powdered Sugar | 60 g Chocolate Chips | 40 g Candied Orange | 1 tsp Cinnamon,"Préparer les coques : mélanger 200g de flour, 30g de sugar, 1 c. à café de cinnamon, 30g de cold butter, 1 egg yolk et 60ml de Marsala pour former une pâte. Laisser reposer 30 min. Étaler finement, découper en cercles, enrouler autour de tubes métalliques et frire à 180°C pendant 3 min jusqu'à dorure. Laisser refroidir avant de garnir. Ou utiliser des cannoli shells du commerce. (3 min) | Égoutter la ricotta dans un tamis pendant 2 heures. (120 min) | Battre avec le powdered sugar et la cinnamon jusqu'à consistance lisse. | Incorporer les chocolate chips et l'candied orange. | Garnir les coques juste avant de servir. Saupoudrer de powdered sugar.",320,10,36,16,1,gluten;dairy,Updated,Cannoli Siciliani,fr
Cacio e Pepe,Italian,Dinner,vegetarian;quick,5,15,4,"La perfection romaine — pâtes, Pecorino, poivre noir, eau de cuisson.",Utilisez des peppercorns entiers concassés juste avant de les faire toaster pour préserver leur chaleur et leurs arômes.,400 g Tonnarelli | 120 g Pecorino Romano | 2 tbsp Black Pepper,Faire toaster le cracked pepper dans une poêle sèche jusqu'à ce qu'il soit parfumé. (2 min) | Cuire les pâtes dans un minimum d'eau salée. Réserver 2 tasses de pasta water. | Ajouter ½ cup d'water au pepper dans la poêle. | Ajouter les pâtes égouttées. Mélanger hors du feu. | Ajouter le Pecorino et la pasta water progressivement jusqu'à obtenir une consistance crémeuse. (5 min),520,22,68,18,3,gluten;dairy,Updated,Cacio e Pepe,fr
Focaccia Génoise,Italian,Snack,vegan;baking,20,25,8,"Pain plat alvéolé et imbibé d'huile d'olive — moelleux à l'intérieur, croustillant à l'extérieur.",Optez pour un processus de longue fermentation pour un développement enzymatique complexe.,500 g Bread Flour | 80 ml Olive Oil | 10 g Sea Salt | 7 g Yeast | 380 ml Water | 4 sprigs Rosemary,"Mélanger la flour, la yeast, l'water, la moitié de l'oil et le salt. Pétrir 8 min. (8 min) | Laisser lever dans un plat huilé pendant 1 heure. (60 min) | Creuser des alvéoles généreusement. Verser le reste de l'oil, parsemer de rosemary et de flaky salt. | Cuire au four à 230°C pendant 20 à 25 min jusqu'à belle dorure. (22 min)",280,7,42,10,2,gluten,Updated,Focaccia Genovese,fr
Minestrone,Italian,Lunch,vegan;freezer-friendly,15,35,6,Une épaisse soupe de légumes de saison avec des pâtes et des haricots cannellini.,Terminez avec un pesto vif ou une huile d'olive extra vierge de qualité supérieure pour rehausser la saveur et le sentiment de satiété.,2 whole Courgette | 2 whole Carrot | 2 stalks Celery | 400 g Cannellini Beans | 150 g Ditalini Pasta | 400 g Canned Tomatoes | 1 whole Onion | 100 g Kale | 1 piece Parmesan Rind,"Faire revenir onion, carrot et celery dans olive oil pendant 8 min. (8 min) | Ajouter courgette, tomatoes, Parmesan rind et 1,5L d'eau. Laisser mijoter 20 min. (20 min) | Ajouter pasta et beans. Cuire jusqu'à ce que les pâtes soient tendres, 8 min. (8 min) | Ajouter kale. Servir avec du Parmesan râpé et de l'olive oil.",280,12,44,6,9,gluten;dairy,Updated,Minestrone,fr
Panzanella,Italian,Lunch,vegan,15,0,4,"Salade de pain toscane avec des tomates mûres, du basilic, du concombre et des câpres.",Remplacez le trempage à l'eau par une toast au four avec de l'ail pour améliorer la tenue du pain.,200 g Stale Ciabatta | 600 g Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Onion | 2 tbsp Capers | 20 g Basil | 3 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"Déchirer le bread, le tremper brièvement dans l'eau puis l'essorer. | Couper les tomatoes et le cucumber en morceaux, émincer finement le red onion. | Mélanger le bread, les légumes, les capers et le basil. | Assaisonner avec de l'oil et du vinegar. Laisser reposer 30 min avant de servir. (30 min)",280,7,38,12,4,gluten,Updated,Panzanella,fr
Vitello Tonnato,Italian,Appetizer,gluten-free;make-ahead,20,60,6,"Veau rôti froid tranché finement, nappé d'une crémeuse mayonnaise au thon.",Remplacez la mayonnaise par une émulsion faite maison de jaunes d'œufs et d'huile d'olive extra vierge pour une texture luxueuse.,800 g Veal Loin | 200 g Canned Tuna | 30 g Capers | 4 fillets Anchovies | 150 ml Mayonnaise | 1 whole Lemon,"Rôtir le veal à 180°C jusqu'à 60°C à cœur. Laisser refroidir complètement. (60 min) | Mixer le tuna, les capers, les anchovies, la mayo et le lemon jusqu'à obtenir une texture lisse. | Trancher le veal très finement. Disposer sur un plat. | Napper de sauce au tuna. Garnir de capers. Réfrigérer 1 heure. (60 min)",320,36,2,18,0,fish;eggs,Updated,Vitello Tonnato,fr
Polenta e Funghi,Italian,Dinner,vegetarian;gluten-free,10,30,4,Polenta crémeuse garnie de champignons sauvages sautés et d'huile de truffe.,Déglacer les champignons avec du Marsala sec pour ajouter une complexité acidulée.,250 g Polenta | 400 g Mixed Wild Mushrooms | 60 g Parmesan | 60 g Butter | 2 cloves Garlic | 1 tbsp Truffle Oil | 4 sprigs Thyme,"Porter 1L d'eau salée à ébullition. Incorporer la polenta au fouet, cuire en remuant 25 min. (25 min) | Incorporer le butter et le Parmesan. Assaisonner généreusement. | Faire sauter les mushrooms avec le garlic et le thyme dans le butter jusqu'à dorure. (8 min) | Servir la polenta garnie de mushrooms et d'huile de truffe.",420,12,52,18,4,dairy,Updated,Polenta e Funghi,fr
Spaghetti alle Vongole,Italian,Dinner,quick;seafood,10,20,4,"Le véritable classique napolitain — palourdes, ail, vin blanc, sans crème.",Ajoutez un filet d'huile d'olive froide à haute teneur en phénols et de zeste de lemon juste avant de servir.,400 g Spaghetti | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 1 tsp Chilli Flakes | 20 g Parsley | 5 tbsp Olive Oil,"Faire tremper les clams dans de l'eau froide salée 20 min pour les dégorger. (20 min) | Cuire les spaghetti al dente. Faire revenir le garlic et le chilli dans l'oil. | Ajouter les clams et le wine, couvrir et cuire à la vapeur 4 min jusqu'à ouverture. (4 min) | Mélanger les pasta avec les clams et leur jus iodé. Ajouter le parsley. Servir.",480,26,64,14,3,gluten;shellfish,Updated,Spaghetti alle Vongole,fr
Acqua Pazza,Italian,Dinner,gluten-free;quick,5,20,4,"Poisson entier poché dans l'eau folle — tomates, ail et vin blanc.",Terminez par un vigoureux filet d'huile d'olive extra vierge froide pour transformer le bouillon léger en une émulsion luxueuse digne d'un restaurant étoilé.,2 whole Whole Sea Bass | 300 g Cherry Tomatoes | 150 ml White Wine | 4 cloves Garlic | 20 g Parsley | 2 tbsp Capers | 4 tbsp Olive Oil,"Faire revenir le garlic dans l'olive oil. Ajouter les tomatoes, le wine, les capers et 200ml d'eau. (3 min) | Ajouter le fish. Couvrir et cuire 12–15 min. (14 min) | Parsemer de parsley. Servir le fish dans son bouillon de pochage avec du pain croustillant.",340,42,6,14,2,fish,Updated,Acqua Pazza,fr
Ravioli au Beurre et à la Sauge,Italian,Dinner,vegetarian,40,5,4,Raviolis frais à la ricotta et aux épinards dans un beurre noisette à la sauge.,Terminez avec un peu d'eau de cuisson des pâtes et quelques gouttes de lemon juice pour équilibrer le gras du beurre.,400 g Fresh Pasta Dough | 300 g Ricotta | 150 g Spinach | 80 g Parmesan | 80 g Butter | 12 leaves Sage | 1 whole Egg,"Faire fondre les spinach, les égoutter, les hacher. Mélanger avec la ricotta, le Parmesan et l'assaisonnement. | Abaisser la pasta finement. Déposer la farce en petits tas, plier et découper les ravioli. | Cuire dans une eau bouillante salée 3 min. (3 min) | Faire dorer le butter avec les sage leaves jusqu'à obtenir un arôme noisette. (3 min) | Égoutter les ravioli, les mélanger avec le sage butter et du Parmesan supplémentaire.",540,22,52,26,3,gluten;dairy;eggs,Updated,Ravioli al Burro e Salvia,fr
Torta della Nonna,Italian,Dessert,vegetarian,30,40,8,"La tarte de grand-mère — pâte brisée, crème pâtissière et pignons de pin. Une pâte brisée du commerce convient parfaitement ici — ou faites-la maison : sablez 200g de cold butter avec 400g de flour, ajoutez 2 c. à soupe de cold water, réfrigérez 30 min avant d'abaisser.",Remplacez la flour par de la cornstarch et faites cuire la pastry à blanc pour garantir une base croustillante et dorée.,400 g Shortcrust Pastry | 500 ml Milk | 5 whole Egg Yolks | 100 g Sugar | 40 g Flour | 1 tbsp Lemon Zest | 60 g Pine Nuts | 2 tbsp Powdered Sugar,"Préparer la crème : fouetter les yolks avec le sugar, la flour et le lemon. Ajouter le hot milk chaud, cuire en remuant jusqu'à épaississement. (10 min) | Foncer le moule à tarte avec la pastry. Garnir de crème refroidie. | Couvrir d'une seconde feuille de pastry, parsemer de pine nuts. | Cuire à 180°C pendant 35 min jusqu'à dorure. (35 min) | Saupoudrer de powdered sugar une fois refroidi.",380,10,44,18,2,gluten;dairy;nuts;eggs,Updated,Torta della Nonna,fr
Pasta e Fagioli,Italian,Lunch,vegan;freezer-friendly,10,35,6,Épaisse soupe de pâtes et de haricots — le bol de réconfort italien par excellence.,Déglacer le soffritto avec du vin blanc sec et remplacer l'eau par un bouillon de qualité pour approfondir les saveurs.,200 g Ditalini Pasta | 400 g Cannellini Beans | 1 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 400 g Canned Tomatoes | 2 sprigs Rosemary | 1 piece Parmesan Rind,"Faire revenir onion, carrot et celery dans l'olive oil jusqu'à ce qu'ils soient tendres. (8 min) | Ajouter garlic, tomatoes, beans, rosemary, Parmesan rind et 800ml d'eau. | Laisser mijoter 20 min. Retirer le rind. (20 min) | Ajouter les pasta. Cuire jusqu'à ce qu'elles soient tendres, 8 min. (8 min) | Ajuster la consistance. Servir avec un filet d'olive oil.",340,14,58,6,10,gluten;dairy,Updated,Pasta e Fagioli,fr
Tagliata di Manzo,Italian,Dinner,quick;gluten-free,5,10,4,Ribeye reposé et tranché sur un lit de roquette avec des copeaux de Parmesan et du balsamique.,Remplacez le glaçage par un vinaigre balsamique vieilli 12 ans et terminez avec du Maldon sea salt pour un contraste de texture raffiné.,800 g Ribeye Steak | 100 g Rocket | 60 g Parmesan | 2 tbsp Balsamic Glaze | 3 tbsp Olive Oil | 2 sprigs Rosemary | 1 whole Red Onion | 1 whole Lemon | 1 whole Lemon | 2 whole Eggs | 200 ml White Wine | 2 whole Eggs | 1 whole Lemon,Assaisonner généreusement le steak. Saisir dans une poêle très chaude 3-4 min de chaque côté. (7 min) | Laisser reposer 8 min. (8 min) | Trancher finement en biais. | Disposer sur la rocket. Garnir de copeaux de Parmesan et de balsamic glaze.,460,46,2,28,1,dairy,Updated,Tagliata di Manzo,fr
Moussaka,Greek,Dinner,family-friendly,30,65,6,"Aubergine en couches, agneau épicé et béchamel crémeuse — le classique grec.",Faites rôtir l'aubergine avec un léger filet d'huile d'olive et dégraissez la sauce à l'agneau avant de monter le plat pour un résultat plus net.,1 kg Eggplant | 600 g Ground Lamb | 400 g Canned Tomatoes | 1 whole Onion | 1 tsp Cinnamon | 600 ml Milk | 60 g Butter | 50 g Flour | 60 g Parmesan | 3 whole Eggs,"Trancher, saler et faire revenir l'eggplant jusqu'à dorure. (15 min) | Cuire le lamb avec l'onion, les tomatoes et la cinnamon jusqu'à évaporation. (20 min) | Préparer la béchamel, incorporer les egg yolks. | Monter en couches : eggplant, viande, eggplant, béchamel. Parsemer de Parmesan. | Cuire au four à 180°C pendant 45 min. (45 min) | Laisser reposer 20 min avant de couper. (20 min)",520,28,22,34,5,gluten;dairy;eggs,Updated,Moussaka,fr
Spanakopita,Greek,Appetizer,vegetarian,25,40,8,Pâte filo feuilletée garnie d'épinards et de feta salée. La pâte filo du commerce est standard. Couvrez les feuilles d'un linge humide pendant le travail.,Incorporez des pine nuts grillés pour apporter du contraste de texture et du zeste de lemon pour équilibrer les matières grasses.,400 g Filo Pastry | 700 g Spinach | 300 g Feta | 3 whole Eggs | 1 whole Onion | 20 g Dill | 80 g Butter,"Faire tomber les spinach, bien les essorer. Mélanger avec la feta émiettée, les eggs, l'onion et le dill. | Disposer 6 feuilles de filo beurrées dans un moule. | Étaler la garniture aux spinach. Recouvrir de 6 autres feuilles de filo beurrées. Inciser le dessus. | Cuire au four à 190°C pendant 35–40 min jusqu'à dorure. (38 min)",340,14,28,20,3,gluten;dairy;eggs,Updated,Spanakopita,fr
