name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Parmigiana de Berinjela,Italian,Dinner,vegetarian,30,40,6,"Berinjela frita, molho de tomate e mussarela derretida gratinada ao forno.",Finalize com um fio de azeite de oliva extra virgem premium e manjericão fresco após assar para preservar os compostos aromáticos voláteis.,1 kg Eggplant | 600 ml Tomato Sauce | 300 g Mozzarella | 100 g Parmesan | 3 whole Eggs | 100 g Breadcrumbs | 20 g Basil,"Salgar as fatias de eggplant, escorrer por 20 min e secar com papel toalha. (20 min) | Mergulhar no egg, empanar com breadcrumbs e fritar até dourar. | Montar em camadas na travessa: sauce, eggplant, mozzarella, Parmesan. Repetir. | Assar a 190°C por 30 min. (30 min)",380,20,28,22,6,gluten;dairy;eggs,Updated,Eggplant Parmigiana,pt_BR
Linguine com Mariscos,Italian,Dinner,quick;seafood,10,20,4,"Mariscos abertos no vapor com vinho branco, alho e salsinha.",Emulsione o molho com um pouco de água do cozimento do macarrão e uma colher de cold butter gelada para um acabamento digno de restaurante.,400 g Linguine | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 20 g Parsley | 1 tsp Chilli Flakes | 4 tbsp Olive Oil,"Cozinhar o linguine al dente. | Refogar o garlic e o chilli. Adicionar os clams e o wine. (2 min) | Tampar e cozinhar no vapor até os clams abrirem, 4 min. (4 min) | Misturar o pasta escorrido com o molho de clams e a parsley.",480,26,64,12,3,gluten;shellfish,Updated,Clam Linguine,pt_BR
Ribollita,Italian,Lunch,vegan;freezer-friendly,15,60,6,Sopa toscana de pão e feijão — a mais refinada das comidas rústicas.,Deixe o prato descansar durante a noite para obter a autêntica complexidade do 'reaquecido'.,400 g Cannellini Beans | 300 g Kale | 200 g Crusty Bread | 400 g Canned Tomatoes | 2 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 2 sprigs Rosemary,"Refogar a onion, a carrot e o celery no olive oil por 8 min. (8 min) | Adicionar o garlic, os tomatoes, os beans, o rosemary e 1,5L de water. Cozinhar em fogo baixo por 30 min. (30 min) | Acrescentar o kale e cozinhar por 10 min. (10 min) | Adicionar pedaços de bread rasgado e mexer para engrossar. Descansar por 10 min. (10 min) | Regar com extra virgin olive oil e servir.",320,14,52,7,12,gluten,Updated,Ribollita,pt_BR
Calamari Fritti,Italian,Appetizer,seafood,15,10,4,Anéis de lula fritos levíssimos com limão e aioli.,Incorpore 30% de cornstarch à flour e tempere com raspas de lemon e white pepper para um sabor mais sofisticado.,600 g Squid | 150 g Flour | 200 ml Sparkling Water | 2 whole Lemon | 100 ml Aioli,"Cortar o squid em anéis. Preparar a batter com flour e cold sparkling water. | Aquecer o oil a 190°C. Mergulhar o squid na batter e fritar em levas por 2 min. (4 min) | Escorrer, temperar com salt. Servir com lemon e aioli.",320,22,28,14,1,gluten;shellfish;eggs,Updated,Calamari Fritti,pt_BR
Panna Cotta,Italian,Dessert,gluten-free;make-ahead,10,5,6,"Creme de baunilha aveludado gelificado, coberto com coulis de frutas vermelhas.",Infunda a vanilla bean a 65°C por 20 minutos para maximizar a extração aromática sem degradar as proteínas do cream.,600 ml Heavy Cream | 80 g Sugar | 1 whole Vanilla Bean | 6 g Gelatin | 200 g Mixed Berries,Hidratar a gelatin em cold water por 5 min. (5 min) | Aquecer o cream com o sugar e a vanilla até quase ferver. (5 min) | Adicionar a gelatin espremida e mexer até dissolver. Despejar nas formas. | Refrigerar por no mínimo 4 horas. (240 min) | Cozinhar os berries com sugar para o coulis. Servir sobre a panna cotta desenformada.,340,4,24,26,1,dairy,Updated,Panna Cotta,pt_BR
Arancini,Italian,Appetizer,vegetarian,20,20,6,Bolinhos de risoto crocantes fritos recheados com mussarela.,Infunda o rice com saffron para uma profundidade de sabor autêntica e sirva com um tomato coulis bem ácido para equilibrar a riqueza do prato.,600 g Leftover Risotto | 150 g Mozzarella | 150 g Breadcrumbs | 3 whole Eggs | 80 g Flour,"Preparar a base do risoto: refogar 1 shallot na butter, tostar 300g de arborio rice, adicionar 900ml de warm vegetable broth concha por concha mexendo por 18 min. Incorporar o Parmesan e temperar bem. Espalhar em uma assadeira e refrigerar até esfriar completamente (mínimo 2 horas). Ou usar risoto do dia anterior. (138 min) | Moldar o risoto frio em bolinhos ao redor de um cubo de mozzarella. | Passar na flour, mergulhar no egg e empanar com breadcrumbs. | Fritar em imersão a 180°C por 4–5 min até dourar. (5 min) | Escorrer e servir quente com marinara sauce.",380,16,44,16,2,gluten;dairy;eggs,Updated,Arancini,pt_BR
Bistecca alla Fiorentina,Italian,Dinner,gluten-free;high-protein,5,15,2,"Um magnífico T-bone grelhado no carvão, finalizado com azeite de oliva.",Use pimenta Tellicherry recém-triturada e certifique-se de utilizar carvão de carvalho de alta qualidade para uma defumação autêntica.,1.2 kg T-Bone Steak | 2 sprigs Rosemary | 2 cloves Garlic | 3 tbsp Olive Oil | 2 tsp Sea Salt,Deixar o steak atingir a temperatura ambiente. Temperar generosamente com salt. | Grelhar em fogo altíssimo por 5 min de cada lado — ao ponto para mal passado. (10 min) | Descansar apoiado no bone por 10 min. (10 min) | Regar com olive oil. Fatiar e servir.,680,72,0,42,0,,Updated,Bistecca alla Fiorentina,pt_BR
Cannoli Siciliani,Italian,Dessert,make-ahead,30,15,8,Cascas crocantes recheadas com ricota adoçada e gotas de chocolate.,Passe o recheio por uma peneira fina para uma textura aveludada e mergulhe as extremidades das cascas em chocolate temperado.,16 whole Cannoli Shells | 500 g Ricotta | 100 g Powdered Sugar | 60 g Chocolate Chips | 40 g Candied Orange | 1 tsp Cinnamon,"Preparar as cascas: misturar 200g de flour, 30g de sugar, 1 col. chá de cinnamon, 30g de cold butter, 1 egg yolk e 60ml de Marsala até formar uma massa. Descansar por 30 min. Abrir fino, cortar em círculos, enrolar nos tubos metálicos e fritar em imersão a 180°C por 3 min até dourar. Deixar esfriar antes de rechear. Ou usar cannoli shells prontas. (3 min) | Escorrer a ricotta em uma peneira por 2 horas. (120 min) | Bater com powdered sugar e cinnamon até ficar cremoso. | Incorporar os chocolate chips e o candied orange. | Rechear as cascas na hora de servir. Polvilhar com powdered sugar.",320,10,36,16,1,gluten;dairy,Updated,Cannoli Siciliani,pt_BR
Cacio e Pepe,Italian,Dinner,vegetarian;quick,5,15,4,"Perfeição romana — massa, Pecorino, pimenta-do-reino e água do cozimento.",Use whole peppercorns triturados na hora antes de tostar para preservar o calor e o aroma.,400 g Tonnarelli | 120 g Pecorino Romano | 2 tbsp Black Pepper,Tostar o cracked pepper em uma frigideira seca até soltar aroma. (2 min) | Cozinhar o pasta em pouca água com salt. Reservar 2 xícaras da água do cozimento. | Adicionar ½ xícara de water ao pepper na frigideira. | Acrescentar o pasta escorrido. Misturar fora do fogo. | Adicionar o Pecorino e a pasta water aos poucos até obter um molho cremoso. (5 min),520,22,68,18,3,gluten;dairy,Updated,Cacio e Pepe,pt_BR
Focaccia Genovese,Italian,Snack,vegan;baking,20,25,8,"Pão achatado cheio de covinhas e banhado em azeite — macio por dentro, crocante por fora.",Opte por um processo de fermentação longa para um desenvolvimento enzimático complexo e mais sabor.,500 g Bread Flour | 80 ml Olive Oil | 10 g Sea Salt | 7 g Yeast | 380 ml Water | 4 sprigs Rosemary,"Misturar a flour, o yeast, a water, metade do oil e o salt. Sovar por 8 min. (8 min) | Deixar fermentar em uma assadeira untada por 1 hora. (60 min) | Fazer covinhas com os dedos com firmeza. Derramar o oil restante por cima e espalhar rosemary e flaky salt. | Assar a 230°C por 20–25 min até dourar bem. (22 min)",280,7,42,10,2,gluten,Updated,Focaccia Genovese,pt_BR
Minestrone,Italian,Lunch,vegan;freezer-friendly,15,35,6,Uma sopa encorpada de legumes da estação com macarrão e feijão cannellini.,Finalize com um pesto vibrante ou azeite extravirgem premium para realçar o sabor e a saciedade.,2 whole Courgette | 2 whole Carrot | 2 stalks Celery | 400 g Cannellini Beans | 150 g Ditalini Pasta | 400 g Canned Tomatoes | 1 whole Onion | 100 g Kale | 1 piece Parmesan Rind,"Refogue onion, carrot e celery no olive oil por 8 min. (8 min) | Adicione courgette, tomatoes, Parmesan rind e 1,5L de water. Cozinhe em fogo baixo por 20 min. (20 min) | Adicione pasta e beans. Cozinhe até a pasta ficar al dente, 8 min. (8 min) | Adicione kale. Sirva com Parmesan ralado e olive oil.",280,12,44,6,9,gluten;dairy,Updated,Minestrone,pt_BR
Panzanella,Italian,Lunch,vegan,15,0,4,"Salada toscana de pão com tomatoes maduros, basil, cucumber e capers.",Substitua o processo de molhar em água por torrar no forno com garlic para melhorar a textura e a estrutura do pão.,200 g Stale Ciabatta | 600 g Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Onion | 2 tbsp Capers | 20 g Basil | 3 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"Rasgue o bread, deixe de molho brevemente em water e esprema bem. | Pique os tomatoes e o cucumber, fatie o red onion bem fino. | Combine o bread, os legumes, capers e basil. | Tempere com oil e vinegar. Deixe descansar 30 min antes de servir. (30 min)",280,7,38,12,4,gluten,Updated,Panzanella,pt_BR
Vitello Tonnato,Italian,Appetizer,gluten-free;make-ahead,20,60,6,"Vitela assada e fatiada finamente, coberta com uma cremosa maionese de atum.",Substitua a mayonnaise por uma emulsão feita na hora com egg yolk e azeite extravirgem para uma textura mais luxuosa.,800 g Veal Loin | 200 g Canned Tuna | 30 g Capers | 4 fillets Anchovies | 150 ml Mayonnaise | 1 whole Lemon,"Asse o veal a 180°C até atingir 60°C internamente. Deixe esfriar completamente. (60 min) | Bata no liquidificador tuna, capers, anchovies, mayo e lemon até obter um creme liso. | Fatie o veal bem fininho. Disponha em uma travessa. | Cubra com o molho de tuna. Decore com capers. Leve à geladeira por 1 hora. (60 min)",320,36,2,18,0,fish;eggs,Updated,Vitello Tonnato,pt_BR
Polenta e Funghi,Italian,Dinner,vegetarian;gluten-free,10,30,4,Polenta cremosa coberta com mushrooms selvagens salteados e truffle oil.,Deglaceie os mushrooms com Marsala seco para adicionar complexidade ácida ao prato.,250 g Polenta | 400 g Mixed Wild Mushrooms | 60 g Parmesan | 60 g Butter | 2 cloves Garlic | 1 tbsp Truffle Oil | 4 sprigs Thyme,Ferva 1L de water com sal. Adicione a polenta aos poucos mexendo sempre por 25 min. (25 min) | Incorpore butter e Parmesan. Tempere bem. | Salteie os mushrooms com garlic e thyme no butter até dourarem. (8 min) | Sirva a polenta coberta com os mushrooms e truffle oil.,420,12,52,18,4,dairy,Updated,Polenta e Funghi,pt_BR
Spaghetti alle Vongole,Italian,Dinner,quick;seafood,10,20,4,"O verdadeiro clássico napolitano — clams, garlic, vinho branco, sem creme.",Finalize com um fio de cold olive oil de alto teor fenólico e raspas de lemon antes de servir.,400 g Spaghetti | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 1 tsp Chilli Flakes | 20 g Parsley | 5 tbsp Olive Oil,"Deixe os clams de molho em cold salted water por 20 min para remover a areia. (20 min) | Cozinhe o spaghetti al dente. Salteie garlic e chilli no oil. | Adicione os clams e wine, tampe e cozinhe no vapor por 4 min até abrirem. (4 min) | Misture a pasta com os clams e o caldo. Adicione parsley. Sirva.",480,26,64,14,3,gluten;shellfish,Updated,Spaghetti alle Vongole,pt_BR
Acqua Pazza,Italian,Dinner,gluten-free;quick,5,20,4,"Peixe inteiro pochê em água louca — tomatoes, garlic e vinho branco.",Finalize com um azeite extravirgem cold bem incorporado para transformar o caldo ralo em uma emulsão luxuosa digna de restaurante estrelado.,2 whole Whole Sea Bass | 300 g Cherry Tomatoes | 150 ml White Wine | 4 cloves Garlic | 20 g Parsley | 2 tbsp Capers | 4 tbsp Olive Oil,"Refogue garlic no olive oil. Adicione tomatoes, wine, capers e 200ml de water. (3 min) | Adicione o fish. Tampe e cozinhe por 12–15 min. (14 min) | Salpique parsley. Sirva o fish no próprio caldo com crusty bread.",340,42,6,14,2,fish,Updated,Acqua Pazza,pt_BR
Ravioli ao Burro e Sálvia,Italian,Dinner,vegetarian,40,5,4,Ravioli fresco de ricotta e espinafre ao molho de manteiga dourada com sálvia.,Finalize com um pouco de pasta water e uma gota de lemon juice para equilibrar a gordura da butter.,400 g Fresh Pasta Dough | 300 g Ricotta | 150 g Spinach | 80 g Parmesan | 80 g Butter | 12 leaves Sage | 1 whole Egg,"Murche o spinach, esprema bem e pique. Misture com ricotta, Parmesan e temperos. | Abra a pasta bem fina. Coloque o recheio em montinhos, dobre e corte os ravioli. | Cozinhe em boiling salted water por 3 min. (3 min) | Doure a butter com sage leaves até cheirar a nozes. (3 min) | Escorra os ravioli e misture com a sage butter e Parmesan extra.",540,22,52,26,3,gluten;dairy;eggs,Updated,Ravioli al Burro e Salvia,pt_BR
Torta della Nonna,Italian,Dessert,vegetarian,30,40,8,"A torta da vovó — massa podre, creme de confeiteiro e pine nuts. A massa podre industrializada funciona perfeitamente aqui — ou prepare na hora: misture 200g de cold butter com 400g de flour, adicione 2 colheres de sopa de cold water, leve à geladeira por 30 min antes de abrir.",Substitua a flour por cornstarch e asse a massa às cegas para garantir uma base crocante e dourada.,400 g Shortcrust Pastry | 500 ml Milk | 5 whole Egg Yolks | 100 g Sugar | 40 g Flour | 1 tbsp Lemon Zest | 60 g Pine Nuts | 2 tbsp Powdered Sugar,"Prepare o creme: bata yolks com sugar, flour e lemon. Adicione hot milk e cozinhe mexendo até engrossar. (10 min) | Forre a forma de torta com a pastry. Recheie com o creme já frio. | Cubra com a segunda folha de pastry e espalhe pine nuts por cima. | Asse a 180°C por 35 min até dourar. (35 min) | Polvilhe powdered sugar quando esfriar.",380,10,44,18,2,gluten;dairy;nuts;eggs,Updated,Torta della Nonna,pt_BR
Pasta e Fagioli,Italian,Lunch,vegan;freezer-friendly,10,35,6,Sopa encorpada de massa e feijão — o prato reconfortante italiano por excelência.,Deglaceie o soffritto com dry white wine e substitua a water por um caldo de qualidade para aprofundar o sabor.,200 g Ditalini Pasta | 400 g Cannellini Beans | 1 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 400 g Canned Tomatoes | 2 sprigs Rosemary | 1 piece Parmesan Rind,"Refogue onion, carrot e celery no olive oil até amolecerem. (8 min) | Adicione garlic, tomatoes, beans, rosemary, Parmesan rind e 800ml de water. | Cozinhe em fogo baixo por 20 min. Retire o rind. (20 min) | Adicione a pasta. Cozinhe até ficar al dente, 8 min. (8 min) | Ajuste a consistência. Sirva com um fio de olive oil.",340,14,58,6,10,gluten;dairy,Updated,Pasta e Fagioli,pt_BR
Tagliata di Manzo,Italian,Dinner,quick;gluten-free,5,10,4,Fatias de ribeye descansado sobre rocket com lascas de Parmesan e balsâmico.,Substitua o molho por um balsâmico envelhecido 12 anos e finalize com Maldon sea salt para um contraste de textura sofisticado.,800 g Ribeye Steak | 100 g Rocket | 60 g Parmesan | 2 tbsp Balsamic Glaze | 3 tbsp Olive Oil | 2 sprigs Rosemary | 1 whole Red Onion | 1 whole Lemon | 1 whole Lemon | 2 whole Eggs | 200 ml White Wine | 2 whole Eggs | 1 whole Lemon,Tempere o steak generosamente. Sele em uma frigideira bem quente por 3-4 min de cada lado. (7 min) | Deixe descansar por 8 min. (8 min) | Fatie fino na diagonal. | Disponha sobre o rocket. Cubra com lascas de Parmesan e balsamic glaze.,460,46,2,28,1,dairy,Updated,Tagliata di Manzo,pt_BR
Mussaká,Greek,Dinner,family-friendly,30,65,6,"Camadas de berinjela, carne de cordeiro temperada e molho bechamel cremoso — o clássico grego.",Asse a berinjela com um leve pincel de azeite e desengordure o molho de cordeiro antes de montar as camadas para um acabamento mais limpo.,1 kg Eggplant | 600 g Ground Lamb | 400 g Canned Tomatoes | 1 whole Onion | 1 tsp Cinnamon | 600 ml Milk | 60 g Butter | 50 g Flour | 60 g Parmesan | 3 whole Eggs,"Fatie, salgue e frite a eggplant até dourar. (15 min) | Cozinhe o lamb com onion, tomatoes e cinnamon até secar. (20 min) | Prepare o bechamel e adicione egg yolks. | Monte as camadas: eggplant, meat, eggplant, bechamel. Finalize com Parmesan. | Asse a 180°C por 45 min. (45 min) | Deixe esfriar por 20 min antes de cortar. (20 min)",520,28,22,34,5,gluten;dairy;eggs,Updated,Moussaka,pt_BR
Spanakopita,Greek,Appetizer,vegetarian,25,40,8,Massa filo crocante recheada com espinafre e feta salgado. A massa filo industrializada é o padrão. Mantenha as folhas cobertas com um pano úmido enquanto trabalha.,Adicione pine nuts torrados para contraste de textura e raspas de lemon para cortar a gordura.,400 g Filo Pastry | 700 g Spinach | 300 g Feta | 3 whole Eggs | 1 whole Onion | 20 g Dill | 80 g Butter,"Murche o spinach e esprema bem para retirar o líquido. Misture com feta esfarelado, eggs, onion e dill. | Disponha 6 folhas de filo untadas com butter em uma forma. | Espalhe o recheio de spinach. Cubra com mais 6 folhas de filo untadas com butter. Faça cortes na superfície. | Asse a 190°C por 35–40 min até dourar. (38 min)",340,14,28,20,3,gluten;dairy;eggs,Updated,Spanakopita,pt_BR
Prato de Souvlaki,Greek,Dinner,family-friendly;gluten-free,15,15,4,"Espetinhos de porco grelhados com orégano, pita, tzatziki e batatas fritas.",Faça uma salmoura seca por 24 horas antes de marinar para melhorar a retenção de umidade e finalize com um azeite de primeira prensagem a frio para um toque luxuoso.,700 g Pork Shoulder | 3 tbsp Olive Oil | 2 whole Lemon | 2 tsp Oregano | 3 cloves Garlic | 4 whole Pita | 200 ml Tzatziki,"Corte o pork em cubos e marine com oil, lemon, oregano e garlic por 1 hora. (60 min) | Espete nos skewers. Grelhe em fogo alto, virando, por 10–12 min. (11 min) | Sirva com pita aquecido, tzatziki, tomatoes e onion fatiados.",520,42,36,22,3,gluten;dairy,Updated,Souvlaki Platter,pt_BR
Salada Grega,Greek,Lunch,vegan;gluten-free;quick,10,0,4,"Tomates, pepino, azeitonas, cebola-roxa e um pedaço de feta com azeite.",Adicione um fio de red wine vinegar envelhecido e finalize com oregano fresco em flor.,400 g Tomatoes | 1 whole Cucumber | 100 g Kalamata Olives | 200 g Feta | 1 whole Red Onion | 4 tbsp Olive Oil | 1 tsp Oregano,Corte os tomatoes e o cucumber em pedaços grandes. | Fatie o onion finamente. Misture com as olives. | Tempere com olive oil e oregano. Coloque o feta inteiro por cima.,280,10,12,22,3,dairy,Updated,Greek Salad,pt_BR
Tzatziki,Greek,Appetizer,vegetarian;gluten-free;quick,10,0,6,Molho de iogurte com pepino e alho — o dip grego essencial.,Finalize com um fio de azeite extravirgem premium e uma pitada de white pepper para um toque mais refinado e profissional.,500 g Greek Yogurt | 1 whole Cucumber | 2 cloves Garlic | 15 g Dill | 2 tbsp Olive Oil | 0.5 whole Lemon | 1 tsp White Wine Vinegar,"Rale o cucumber, salgue e esprema bem todo o líquido. | Misture o yogurt com o cucumber, garlic picado, dill e olive oil. | Adicione lemon juice e vinegar. Tempere. Leve à geladeira por 30 min. (30 min)",120,8,6,7,1,dairy,Updated,Tzatziki,pt_BR
