name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Parmigiana de Beringela,Italian,Dinner,vegetarian,30,40,6,"Beringela frita, molho de tomate e mozzarella derretida gratinada no forno.",Termine com um fio de azeite virgem extra de qualidade e manjericão fresco após a cozedura para preservar os aromas voláteis.,1 kg Eggplant | 600 ml Tomato Sauce | 300 g Mozzarella | 100 g Parmesan | 3 whole Eggs | 100 g Breadcrumbs | 20 g Basil,"Salgar as fatias de eggplant, escorrer 20 min, secar bem. (20 min) | Passar em egg, cobrir com breadcrumbs, fritar até dourar. | Dispor em camadas no tabuleiro: sauce, eggplant, mozzarella, Parmesan. Repetir. | Levar ao forno a 190°C durante 30 min. (30 min)",380,20,28,22,6,gluten;dairy;eggs,Updated,Eggplant Parmigiana,pt
Linguine com Amêijoas,Italian,Dinner,quick;seafood,10,20,4,Amêijoas abertas ao vapor em vinho branco com alho e salsa.,Emulsione o molho com um pouco de água da cozedura da massa e uma noz de cold butter para um resultado de nível de restaurante.,400 g Linguine | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 20 g Parsley | 1 tsp Chilli Flakes | 4 tbsp Olive Oil,"Cozer o linguine al dente. | Refogar o garlic e o chilli. Adicionar as clams e o wine. (2 min) | Tapar e cozer ao vapor até as clams abrirem, 4 min. (4 min) | Envolver a massa escorrida com o molho de clams e a parsley.",480,26,64,12,3,gluten;shellfish,Updated,Clam Linguine,pt
Ribollita,Italian,Lunch,vegan;freezer-friendly,15,60,6,Sopa toscana de pão e feijão — comida de aldeia no seu melhor.,Deixe o prato repousar de um dia para o outro para obter a autêntica complexidade do 're-cozido'.,400 g Cannellini Beans | 300 g Kale | 200 g Crusty Bread | 400 g Canned Tomatoes | 2 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 2 sprigs Rosemary,"Refogar onion, carrot e celery em olive oil durante 8 min. (8 min) | Adicionar garlic, tomatoes, beans, rosemary e 1,5L de water. Cozinhar em lume brando 30 min. (30 min) | Juntar kale, cozinhar 10 min. (10 min) | Adicionar torn bread, mexer para engrossar. Repousar 10 min. (10 min) | Regar com extra virgin olive oil e servir.",320,14,52,7,12,gluten,Updated,Ribollita,pt
Calamari Fritti,Italian,Appetizer,seafood,15,10,4,"Anéis de lula fritos, leves como o ar, com limão e aioli.",Incorpore 30% de cornstarch na flour e tempere com raspa de lemon e white pepper para um sabor mais elevado.,600 g Squid | 150 g Flour | 200 ml Sparkling Water | 2 whole Lemon | 100 ml Aioli,"Cortar o squid em anéis. Preparar a batter com flour e cold sparkling water. | Aquecer o oil a 190°C. Mergulhar o squid na batter, fritar em pequenas doses 2 min. (4 min) | Escorrer, temperar com salt. Servir com lemon e aioli.",320,22,28,14,1,gluten;shellfish;eggs,Updated,Calamari Fritti,pt
Panna Cotta,Italian,Dessert,gluten-free;make-ahead,10,5,6,"Creme de baunilha sedoso gelificado, coberto com coulis de frutos vermelhos.",Infunda a vanilla bean a 65°C durante 20 minutos para maximizar a extração aromática sem degradar as proteínas do cream.,600 ml Heavy Cream | 80 g Sugar | 1 whole Vanilla Bean | 6 g Gelatin | 200 g Mixed Berries,"Hidratar a gelatin em cold water durante 5 min. (5 min) | Aquecer o cream com o sugar e a vanilla até começar a ferver levemente. (5 min) | Adicionar a gelatin espremida, mexer até dissolver. Verter nos moldes. | Refrigerar 4+ horas. (240 min) | Cozinhar berries com sugar para o coulis. Servir sobre a panna cotta desenformada.",340,4,24,26,1,dairy,Updated,Panna Cotta,pt
Arancini,Italian,Appetizer,vegetarian,20,20,6,Bolinhos de risotto fritos e crocantes recheados com mozzarella.,Infunda o arroz com saffron para uma profundidade de sabor autêntica e sirva com um coulis de tomate ácido para cortar a riqueza.,600 g Leftover Risotto | 150 g Mozzarella | 150 g Breadcrumbs | 3 whole Eggs | 80 g Flour,"Preparar a base de risotto: refogar 1 shallot em butter, tostar 300g de arborio rice, adicionar 900ml de warm vegetable broth concha a concha mexendo durante 18 min. Incorporar Parmesan, temperar bem. Espalhar num tabuleiro e refrigerar até ficar completamente frio (mínimo 2 horas). Ou usar risotto de sobra. (138 min) | Moldar o cold risotto em bolas em torno de um cubo de mozzarella. | Passar em flour, mergulhar em egg, cobrir com breadcrumbs. | Fritar em óleo abundante a 180°C durante 4–5 min até dourar. (5 min) | Escorrer e servir quente com marinara sauce.",380,16,44,16,2,gluten;dairy;eggs,Updated,Arancini,pt
Bistecca alla Fiorentina,Italian,Dinner,gluten-free;high-protein,5,15,2,"Um magnífico T-bone grelhado em carvão, finalizado com azeite.",Adicione Tellicherry pepper moído na hora e use carvão de carvalho de qualidade para uma autêntica nota fumada.,1.2 kg T-Bone Steak | 2 sprigs Rosemary | 2 cloves Garlic | 3 tbsp Olive Oil | 2 tsp Sea Salt,Deixar o steak atingir a temperatura ambiente. Temperar generosamente com salt. | Grelhar em lume muito alto 5 min de cada lado — mal passado a meio. (10 min) | Repousar na vertical sobre o osso 10 min. (10 min) | Regar com olive oil. Fatiar e servir.,680,72,0,42,0,,Updated,Bistecca alla Fiorentina,pt
Cannoli Siciliani,Italian,Dessert,make-ahead,30,15,8,Tubos crocantes recheados com ricotta adoçada e pepitas de chocolate.,Passe o recheio por um coador de malha fina para uma textura aveludada e mergulhe as extremidades dos tubos em tempered chocolate.,16 whole Cannoli Shells | 500 g Ricotta | 100 g Powdered Sugar | 60 g Chocolate Chips | 40 g Candied Orange | 1 tsp Cinnamon,"Preparar os tubos: misturar 200g de flour, 30g de sugar, 1 colher de chá de cinnamon, 30g de cold butter, 1 egg yolk e 60ml de Marsala até obter uma massa. Repousar 30 min. Estender fino, cortar em círculos, enrolar em metal tubes e fritar em óleo abundante a 180°C durante 3 min até dourar. Deixar arrefecer antes de rechear. Ou usar store-bought cannoli shells. (3 min) | Escorrer a ricotta num coador durante 2 horas. (120 min) | Bater com powdered sugar e cinnamon até obter uma mistura homogénea. | Incorporar chocolate chips e candied orange. | Rechear os tubos mesmo antes de servir. Polvilhar com powdered sugar.",320,10,36,16,1,gluten;dairy,Updated,Cannoli Siciliani,pt
Cacio e Pepe,Italian,Dinner,vegetarian;quick,5,15,4,"Perfeição romana — massa, Pecorino, pimenta preta e água da cozedura.",Use whole peppercorns esmagados imediatamente antes de tostar para preservar o calor e o aroma.,400 g Tonnarelli | 120 g Pecorino Romano | 2 tbsp Black Pepper,Tostar o cracked pepper numa frigideira seca até ficar aromático. (2 min) | Cozer a pasta em pouca salted water. Reservar 2 chávenas de pasta water. | Adicionar ½ chávena de water ao pepper na frigideira. | Adicionar a pasta escorrida. Envolver fora do lume. | Adicionar Pecorino e pasta water gradualmente até obter um molho cremoso. (5 min),520,22,68,18,3,gluten;dairy,Updated,Cacio e Pepe,pt
Focaccia Genovese,Italian,Snack,vegan;baking,20,25,8,"Pão achatado com covinhas embebido em azeite — fofo por dentro, estaladiço por fora.",Opte por um processo de fermentação longa para um desenvolvimento enzimático complexo.,500 g Bread Flour | 80 ml Olive Oil | 10 g Sea Salt | 7 g Yeast | 380 ml Water | 4 sprigs Rosemary,"Misturar flour, yeast, water, metade do oil e salt. Amassar 8 min. (8 min) | Levedar num tabuleiro untado durante 1 hora. (60 min) | Fazer as covinhas com firmeza. Verter o oil restante por cima, espalhar rosemary e flaky salt. | Levar ao forno a 230°C durante 20–25 min até dourar bem. (22 min)",280,7,42,10,2,gluten,Updated,Focaccia Genovese,pt
Minestrone,Italian,Lunch,vegan;freezer-friendly,15,35,6,Uma sopa espessa de legumes da época com massa e feijão cannellini.,Termine com um pesto aromático ou azeite virgem extra de qualidade para elevar o sabor e a saciedade.,2 whole Courgette | 2 whole Carrot | 2 stalks Celery | 400 g Cannellini Beans | 150 g Ditalini Pasta | 400 g Canned Tomatoes | 1 whole Onion | 100 g Kale | 1 piece Parmesan Rind,"Refogue onion, carrot e celery em olive oil durante 8 min. (8 min) | Adicione courgette, tomatoes, Parmesan rind e 1,5L de água. Cozinhe em lume brando 20 min. (20 min) | Adicione pasta e beans. Cozinhe até a massa estar tenra, 8 min. (8 min) | Adicione kale. Sirva com Parmesan ralado e olive oil.",280,12,44,6,9,gluten;dairy,Updated,Minestrone,pt
Panzanella,Italian,Lunch,vegan,15,0,4,"Salada toscana de pão com tomates maduros, manjericão, pepino e alcaparras.",Substitua a demolha em água por uma tosta no forno com alho para melhorar a consistência do pão.,200 g Stale Ciabatta | 600 g Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Onion | 2 tbsp Capers | 20 g Basil | 3 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"Rasgue o bread, demolhe brevemente em água e esprema bem. | Corte os tomatoes e cucumber em pedaços e fatie o red onion finamente. | Misture o bread, os legumes, as capers e o basil. | Tempere com oil e vinegar. Deixe repousar 30 min antes de servir. (30 min)",280,7,38,12,4,gluten,Updated,Panzanella,pt
Vitello Tonnato,Italian,Appetizer,gluten-free;make-ahead,20,60,6,"Vitela assada fria cortada em fatias finas, coberta com uma cremosa maionese de atum.",Substitua a maionese por uma emulsão feita de raiz com gemas de ovo e azeite virgem extra para uma textura luxuosa.,800 g Veal Loin | 200 g Canned Tuna | 30 g Capers | 4 fillets Anchovies | 150 ml Mayonnaise | 1 whole Lemon,"Asse a veal a 180°C até atingir 60°C internamente. Deixe arrefecer completamente. (60 min) | Triture tuna, capers, anchovies, mayo e lemon até obter um creme liso. | Corte a veal em fatias muito finas. Disponha numa travessa. | Cubra com o molho de tuna. Decore com capers. Leve ao frio 1 hora. (60 min)",320,36,2,18,0,fish;eggs,Updated,Vitello Tonnato,pt
Polenta e Funghi,Italian,Dinner,vegetarian;gluten-free,10,30,4,Polenta cremosa coberta com cogumelos selvagens salteados e óleo de trufa.,Deglaceie os mushrooms com Marsala seco para adicionar complexidade ácida.,250 g Polenta | 400 g Mixed Wild Mushrooms | 60 g Parmesan | 60 g Butter | 2 cloves Garlic | 1 tbsp Truffle Oil | 4 sprigs Thyme,"Leve 1L de água salgada a ferver. Incorpore a polenta em fio, mexendo sempre durante 25 min. (25 min) | Adicione butter e Parmesan. Tempere bem. | Salteie mushrooms com garlic e thyme em butter até ficarem dourados. (8 min) | Sirva a polenta coberta com os mushrooms e truffle oil.",420,12,52,18,4,dairy,Updated,Polenta e Funghi,pt
Esparguete alle Vongole,Italian,Dinner,quick;seafood,10,20,4,"O verdadeiro clássico napolitano — amêijoas, alho, vinho branco, sem natas.","Adicione um fio de olive oil frio, rico em polifenóis, e raspa de lemon mesmo antes de servir.",400 g Spaghetti | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 1 tsp Chilli Flakes | 20 g Parsley | 5 tbsp Olive Oil,"Demolhe as clams em água fria salgada durante 20 min para purgar a areia. (20 min) | Cozinhe o spaghetti al dente. Salteie garlic e chilli em oil. | Adicione as clams e wine, tape e cozinhe a vapor 4 min até abrirem. (4 min) | Envolva a pasta com as clams e os sucos salgados. Adicione parsley. Sirva.",480,26,64,14,3,gluten;shellfish,Updated,Spaghetti alle Vongole,pt
Acqua Pazza,Italian,Dinner,gluten-free;quick,5,20,4,"Peixe inteiro escalfado em água louca — tomates, alho e vinho branco.",Termine com uma mexedela vigorosa de olive oil virgem extra frio para transformar o caldo leve numa emulsão luxuosa ao nível Michelin.,2 whole Whole Sea Bass | 300 g Cherry Tomatoes | 150 ml White Wine | 4 cloves Garlic | 20 g Parsley | 2 tbsp Capers | 4 tbsp Olive Oil,"Salteie garlic em olive oil. Adicione tomatoes, wine, capers e 200ml de água. (3 min) | Adicione o fish. Tape e cozinhe 12–15 min. (14 min) | Espalhe parsley. Sirva o fish no seu caldo de escalfagem com pão rústico.",340,42,6,14,2,fish,Updated,Acqua Pazza,pt
Ravioli al Burro e Salvia,Italian,Dinner,vegetarian,40,5,4,Ravioli frescos de ricotta e espinafres em manteiga acastanhada com sálvia.,Termine com um pouco de água da massa e algumas gotas de lemon para equilibrar a gordura da manteiga.,400 g Fresh Pasta Dough | 300 g Ricotta | 150 g Spinach | 80 g Parmesan | 80 g Butter | 12 leaves Sage | 1 whole Egg,"Murche o spinach, esprema bem e pique. Misture com ricotta, Parmesan e temperos. | Estenda a pasta finamente. Coloque o recheio em montes, dobre e corte os ravioli. | Cozinhe em água salgada a ferver durante 3 min. (3 min) | Acastanhe butter com sage leaves até obter um aroma a frutos secos. (3 min) | Escorra os ravioli e envolva com sage butter e mais Parmesan.",540,22,52,26,3,gluten;dairy;eggs,Updated,Ravioli al Burro e Salvia,pt
Torta della Nonna,Italian,Dessert,vegetarian,30,40,8,"A tarte da avó — massa quebrada, creme de pasteleiro e pinhões. Massa quebrada de compra funciona na perfeição — ou faça de raiz: misture 200g de butter frio com 400g de flour, adicione 2 colheres de sopa de água fria, leve ao frio 30 min antes de estender.",Substitua a flour por cornstarch e coza a massa a branco para garantir uma base crocante e dourada.,400 g Shortcrust Pastry | 500 ml Milk | 5 whole Egg Yolks | 100 g Sugar | 40 g Flour | 1 tbsp Lemon Zest | 60 g Pine Nuts | 2 tbsp Powdered Sugar,"Prepare o creme: bata yolks com sugar, flour e lemon. Adicione hot milk e cozinhe mexendo até engrossar. (10 min) | Forre a forma de tarte com pastry. Recheie com o creme arrefecido. | Cubra com uma segunda folha de pastry e espalhe pine nuts por cima. | Leve ao forno a 180°C durante 35 min até dourar. (35 min) | Polvilhe com powdered sugar quando arrefecer.",380,10,44,18,2,gluten;dairy;nuts;eggs,Updated,Torta della Nonna,pt
Pasta e Fagioli,Italian,Lunch,vegan;freezer-friendly,10,35,6,Sopa espessa de massa e feijão — a tigela de conforto italiana por excelência.,Deglaceie o soffritto com vinho branco seco e substitua a água por um caldo de qualidade para aprofundar o sabor.,200 g Ditalini Pasta | 400 g Cannellini Beans | 1 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 400 g Canned Tomatoes | 2 sprigs Rosemary | 1 piece Parmesan Rind,"Refogue onion, carrot e celery em olive oil até ficarem macios. (8 min) | Adicione garlic, tomatoes, beans, rosemary, Parmesan rind e 800ml de água. | Cozinhe em lume brando 20 min. Retire a casca. (20 min) | Adicione pasta. Cozinhe até ficar tenra, 8 min. (8 min) | Acerte a consistência. Sirva com um fio de olive oil.",340,14,58,6,10,gluten;dairy,Updated,Pasta e Fagioli,pt
Tagliata di Manzo,Italian,Dinner,quick;gluten-free,5,10,4,Entrecosto fatiado e repousado sobre rúcula com lascas de Parmesão e balsâmico.,Substitua o glaze por um balsâmico envelhecido 12 anos e termine com sal Maldon para um contraste de textura sofisticado.,800 g Ribeye Steak | 100 g Rocket | 60 g Parmesan | 2 tbsp Balsamic Glaze | 3 tbsp Olive Oil | 2 sprigs Rosemary | 1 whole Red Onion | 1 whole Lemon | 1 whole Lemon | 2 whole Eggs | 200 ml White Wine | 2 whole Eggs | 1 whole Lemon,Tempere o steak generosamente. Sele numa frigideira muito quente 3-4 min de cada lado. (7 min) | Deixe repousar 8 min. (8 min) | Corte em fatias finas em diagonal. | Disponha sobre rocket. Cubra com lascas de Parmesan e balsamic glaze.,460,46,2,28,1,dairy,Updated,Tagliata di Manzo,pt
Moussaka,Greek,Dinner,family-friendly,30,65,6,"Camadas de beringela, carne de borrego temperada e cremoso bechamel — o clássico grego.",Asse a beringela com um fio de azeite e retire o excesso de gordura do molho de borrego antes de montar as camadas para um resultado mais limpo.,1 kg Eggplant | 600 g Ground Lamb | 400 g Canned Tomatoes | 1 whole Onion | 1 tsp Cinnamon | 600 ml Milk | 60 g Butter | 50 g Flour | 60 g Parmesan | 3 whole Eggs,"Corte, salteie e frite a eggplant até dourar. (15 min) | Cozinhe o lamb com onion, tomatoes e cinnamon até secar. (20 min) | Prepare o béchamel e adicione egg yolks. | Monte as camadas: eggplant, carne, eggplant, béchamel. Cubra com Parmesan. | Leve ao forno a 180°C durante 45 min. (45 min) | Deixe arrefecer 20 min antes de cortar. (20 min)",520,28,22,34,5,gluten;dairy;eggs,Updated,Moussaka,pt
Spanakopita,Greek,Appetizer,vegetarian,25,40,8,Massa filo estaladiça recheada com espinafres e feta salgado. A massa filo de compra é a opção habitual. Mantenha as folhas cobertas com um pano húmido enquanto trabalha.,Junte pine nuts torrados para contraste de textura e raspa de lemon para cortar a gordura.,400 g Filo Pastry | 700 g Spinach | 300 g Feta | 3 whole Eggs | 1 whole Onion | 20 g Dill | 80 g Butter,"Murche os spinach e esprema bem. Misture com feta esfarelado, eggs, onion e dill. | Sobreponha 6 folhas de filo barradas com butter numa forma. | Espalhe o recheio de spinach. Cubra com mais 6 folhas de filo barradas com butter. Marque a superfície. | Leve ao forno a 190°C durante 35–40 min até dourar. (38 min)",340,14,28,20,3,gluten;dairy;eggs,Updated,Spanakopita,pt
Prato de Souvlaki,Greek,Dinner,family-friendly;gluten-free,15,15,4,"Espetadas de porco grelhadas com orégãos, pita, tzatziki e batatas fritas.",Experimente uma salmoura seca de 24 horas antes de marinar para melhorar a retenção de humidade e finalize com um azeite de pressão a frio para um toque mais requintado.,700 g Pork Shoulder | 3 tbsp Olive Oil | 2 whole Lemon | 2 tsp Oregano | 3 cloves Garlic | 4 whole Pita | 200 ml Tzatziki,"Corte o pork em cubos e marine com oil, lemon, oregano e garlic durante 1 hora. (60 min) | Enfiee nos skewers. Grelhe em lume muito alto, virando, 10–12 min. (11 min) | Sirva com pita quente, tzatziki, tomatoes fatiados e onion.",520,42,36,22,3,gluten;dairy,Updated,Souvlaki Platter,pt
Salada Grega,Greek,Lunch,vegan;gluten-free;quick,10,0,4,"Tomates, pepino, azeitonas, cebola roxa e um bloco de feta com azeite.",Adicione um fio de red wine vinegar envelhecido e termine com oregano fresco em flor.,400 g Tomatoes | 1 whole Cucumber | 100 g Kalamata Olives | 200 g Feta | 1 whole Red Onion | 4 tbsp Olive Oil | 1 tsp Oregano,Corte os tomatoes e o cucumber em pedaços. | Fatie a onion finamente. Junte as olives. | Tempere com olive oil e oregano. Coloque o feta inteiro por cima.,280,10,12,22,3,dairy,Updated,Greek Salad,pt
Tzatziki,Greek,Appetizer,vegetarian;gluten-free;quick,10,0,6,Mergulho grego refrescante de iogurte com pepino e alho — o acompanhamento essencial.,Finalize com um fio de azeite de alta qualidade e uma pitada de white pepper para um resultado mais refinado.,500 g Greek Yogurt | 1 whole Cucumber | 2 cloves Garlic | 15 g Dill | 2 tbsp Olive Oil | 0.5 whole Lemon | 1 tsp White Wine Vinegar,"Rale o cucumber, sal e esprema todo o líquido. | Misture o yogurt com o cucumber, garlic picado, dill e olive oil. | Adicione lemon juice e vinegar. Tempere. Leve ao frio 30 min. (30 min)",120,8,6,7,1,dairy,Updated,Tzatziki,pt
