name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Auberginen-Parmigiana,Italian,Dinner,vegetarian,30,40,6,"Frittierte Auberginen, Tomatensauce und geschmolzene Mozzarella goldbraun gebacken.","Nach dem Backen mit einem Schuss hochwertigem nativem Olivenöl extra und frischem basil beträufeln, um flüchtige Aromastoffe zu erhalten.",1 kg Eggplant | 600 ml Tomato Sauce | 300 g Mozzarella | 100 g Parmesan | 3 whole Eggs | 100 g Breadcrumbs | 20 g Basil,"Auberginenscheiben salzen, 20 Min. abtropfen lassen, trocken tupfen. (20 min) | In egg tauchen, mit breadcrumbs panieren, goldbraun frittieren. | In der Form schichten: sauce, eggplant, mozzarella, Parmesan. Wiederholen. | Bei 190 °C 30 Min. backen. (30 min)",380,20,28,22,6,gluten;dairy;eggs,Updated,Eggplant Parmigiana,de
Linguine mit Venusmuscheln,Italian,Dinner,quick;seafood,10,20,4,Salzige clams in Weißwein mit Knoblauch und Petersilie gedämpft.,"Die Sauce mit einem Schuss Nudelwasser und einem Stück kalter butter emulgieren, für ein Ergebnis auf Restaurantniveau.",400 g Linguine | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 20 g Parsley | 1 tsp Chilli Flakes | 4 tbsp Olive Oil,"Linguine al dente kochen. | Garlic und chilli anschwitzen. Clams und wine hinzufügen. (2 min) | Zudecken und dämpfen, bis die clams sich öffnen, 4 Min. (4 min) | Abgetropfte pasta mit clam sauce und parsley vermengen.",480,26,64,12,3,gluten;shellfish,Updated,Clam Linguine,de
Ribollita,Italian,Lunch,vegan;freezer-friendly,15,60,6,Toskanische Brot-Bohnen-Suppe – bäuerliche Küche vom Feinsten.,"Das Gericht über Nacht ruhen lassen, um die authentische Komplexität des ‚Wiederaufgekochten' zu erreichen.",400 g Cannellini Beans | 300 g Kale | 200 g Crusty Bread | 400 g Canned Tomatoes | 2 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 2 sprigs Rosemary,"Onion, carrot und celery in olive oil 8 Min. anschwitzen. (8 min) | Garlic, tomatoes, beans, rosemary und 1,5 L water hinzufügen. 30 Min. köcheln lassen. (30 min) | Kale einrühren, 10 Min. garen. (10 min) | Zerrissenes bread einrühren, um einzudicken. 10 Min. ruhen lassen. (10 min) | Mit extra virgin olive oil beträufeln und servieren.",320,14,52,7,12,gluten,Updated,Ribollita,de
Calamari Fritti,Italian,Appetizer,seafood,15,10,4,Federleichte frittierte Tintenfischringe mit Zitrone und Aioli.,"30 % cornstarch unter das flour mischen und mit Zitronenschale sowie weißem Pfeffer würzen, für ein verbessertes Aroma.",600 g Squid | 150 g Flour | 200 ml Sparkling Water | 2 whole Lemon | 100 ml Aioli,"Squid in Ringe schneiden. Teig aus flour und kaltem sparkling water herstellen. | Öl auf 190 °C erhitzen. Squid in den Teig tauchen, portionsweise 2 Min. frittieren. (4 min) | Abtropfen lassen, mit salt würzen. Mit lemon und aioli servieren.",320,22,28,14,1,gluten;shellfish;eggs,Updated,Calamari Fritti,de
Panna Cotta,Italian,Dessert,gluten-free;make-ahead,10,5,6,"Samtige Vanillecreme mit Gelatine gestockt, mit Beerencoulis angerichtet.","Die vanilla bean bei 65 °C 20 Minuten ziehen lassen, um maximale Aromaextraktion zu erzielen, ohne die Proteine der cream zu schädigen.",600 ml Heavy Cream | 80 g Sugar | 1 whole Vanilla Bean | 6 g Gelatin | 200 g Mixed Berries,"Gelatin 5 Min. in kaltem water einweichen. (5 min) | Cream mit sugar und vanilla erhitzen, bis sie leicht zu köcheln beginnt. (5 min) | Ausgedrückte gelatin hinzufügen, rühren bis sie sich auflöst. In Formen gießen. | Mindestens 4 Stunden kühlen. (240 min) | Berries mit sugar für den coulis kochen. Über gestürzter panna cotta servieren.",340,4,24,26,1,dairy,Updated,Panna Cotta,de
Arancini,Italian,Appetizer,vegetarian,20,20,6,Knusprige frittierte Reisbällchen mit Mozzarella gefüllt.,"Den Reis mit saffron aromatisieren für authentische Tiefe und mit einem säurebetonten Tomatencoulis servieren, um die Reichhaltigkeit auszugleichen.",600 g Leftover Risotto | 150 g Mozzarella | 150 g Breadcrumbs | 3 whole Eggs | 80 g Flour,"Die Risottobasis zubereiten: 1 shallot in butter anschwitzen, 300 g arborio rice anrösten, 900 ml warme vegetable broth kellenweise unter Rühren 18 Min. zugeben. Parmesan einrühren, gut würzen. Auf einem Tablett ausbreiten und vollständig kalt kühlen (mindestens 2 Std.). Oder übrig gebliebenes risotto verwenden. (138 min) | Kaltes risotto um einen mozzarella-Würfel zu Bällchen formen. | In flour wälzen, in egg tauchen, mit breadcrumbs panieren. | Bei 180 °C 4–5 Min. frittieren, bis sie goldbraun sind. (5 min) | Abtropfen lassen und heiß mit marinara sauce servieren.",380,16,44,16,2,gluten;dairy;eggs,Updated,Arancini,de
Bistecca alla Fiorentina,Italian,Dinner,gluten-free;high-protein,5,15,2,"Ein prächtiges T-Bone-Steak über Holzkohle gegrillt, mit Olivenöl verfeinert.",Frisch geknackten Tellicherry-Pfeffer verwenden und hochwertiger Eichenholzkohle für authentisches Raucharoma einsetzen.,1.2 kg T-Bone Steak | 2 sprigs Rosemary | 2 cloves Garlic | 3 tbsp Olive Oil | 2 tsp Sea Salt,Steak auf Raumtemperatur bringen. Großzügig mit salt würzen. | Über sehr starker Hitze 5 Min. pro Seite grillen – rare bis medium-rare. (10 min) | Aufrecht auf dem Knochen 10 Min. ruhen lassen. (10 min) | Mit olive oil beträufeln. Aufschneiden und servieren.,680,72,0,42,0,,Updated,Bistecca alla Fiorentina,de
Cannoli Siciliani,Italian,Dessert,make-ahead,30,15,8,Knusprige Schalen gefüllt mit gesüßter Ricotta und Schokoladenstückchen.,Die Füllung durch ein feines Sieb streichen für eine samtartige Konsistenz und die Schalenränder in temperierte Schokolade tauchen.,16 whole Cannoli Shells | 500 g Ricotta | 100 g Powdered Sugar | 60 g Chocolate Chips | 40 g Candied Orange | 1 tsp Cinnamon,"Die Schalen herstellen: 200 g flour, 30 g sugar, 1 TL cinnamon, 30 g kalte butter, 1 egg yolk und 60 ml Marsala zu einem Teig verkneten. 30 Min. ruhen lassen. Dünn ausrollen, in Kreise schneiden, um Metallröhren wickeln und bei 180 °C 3 Min. frittieren, bis sie goldbraun sind. Abkühlen lassen, bevor man sie füllt. Oder gekaufte cannoli shells verwenden. (3 min) | Ricotta 2 Stunden in einem Sieb abtropfen lassen. (120 min) | Mit powdered sugar und cinnamon glatt schlagen. | Chocolate chips und candied orange unterheben. | Kurz vor dem Servieren in die Schalen spritzen. Mit powdered sugar bestäuben.",320,10,36,16,1,gluten;dairy,Updated,Cannoli Siciliani,de
Cacio e Pepe,Italian,Dinner,vegetarian;quick,5,15,4,"Römische Perfektion – pasta, Pecorino, schwarzer Pfeffer, Nudelwasser.","Ganze peppercorns unmittelbar vor dem Rösten zerstoßen, um Schärfe und Aroma zu bewahren.",400 g Tonnarelli | 120 g Pecorino Romano | 2 tbsp Black Pepper,"Cracked pepper in einer trockenen Pfanne rösten, bis er duftet. (2 min) | Pasta in wenig gesalzenem water kochen. 2 Tassen pasta water aufbewahren. | ½ Tasse water zum Pfeffer in die Pfanne geben. | Abgetropfte pasta hinzufügen. Abseits der Hitze schwenken. | Pecorino und pasta water nach und nach einarbeiten, bis die Sauce cremig ist. (5 min)",520,22,68,18,3,gluten;dairy,Updated,Cacio e Pepe,de
Focaccia Genovese,Italian,Snack,vegan;baking,20,25,8,"Grübchenreiche, olivenölgetränkte Fladenbrötchen – innen fluffig, außen knusprig.","Auf einen Langzeitfermentationsprozess umstellen, für komplexe enzymatische Entwicklung.",500 g Bread Flour | 80 ml Olive Oil | 10 g Sea Salt | 7 g Yeast | 380 ml Water | 4 sprigs Rosemary,"Flour, yeast, water, die Hälfte des oil und salt vermischen. 8 Min. kneten. (8 min) | In einer geölten Form 1 Stunde gehen lassen. (60 min) | Kräftig eindrücken. Restliches oil darübergießen, rosemary und flaky salt darüberstreuen. | Bei 230 °C 20–25 Min. backen, bis die Focaccia tiefgolden ist. (22 min)",280,7,42,10,2,gluten,Updated,Focaccia Genovese,de
Minestrone,Italian,Lunch,vegan;freezer-friendly,15,35,6,Eine dicke saisonale Gemüsesuppe mit Pasta und Cannellini-Bohnen.,"Mit einem frischen Pesto oder hochwertigem nativem Olivenöl extra abschließen, um Geschmack und Sättigung zu verbessern.",2 whole Courgette | 2 whole Carrot | 2 stalks Celery | 400 g Cannellini Beans | 150 g Ditalini Pasta | 400 g Canned Tomatoes | 1 whole Onion | 100 g Kale | 1 piece Parmesan Rind,"onion, carrot und celery in olive oil 8 Min. andünsten. (8 min) | courgette, tomatoes, Parmesan rind und 1,5 L Wasser hinzufügen. 20 Min. köcheln lassen. (20 min) | pasta und beans hinzufügen. Kochen, bis die Pasta weich ist, 8 Min. (8 min) | kale hinzufügen. Mit geriebenem Parmesan und olive oil servieren.",280,12,44,6,9,gluten;dairy,Updated,Minestrone,de
Panzanella,Italian,Lunch,vegan,15,0,4,"Toskanischer Brotsalat mit reifen Tomaten, Basilikum, Gurke und Kapern.","Das Einweichen in Wasser durch ein Rösten im Ofen mit Knoblauch ersetzen, um die Stabilität des Brotes zu verbessern.",200 g Stale Ciabatta | 600 g Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Onion | 2 tbsp Capers | 20 g Basil | 3 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"bread zerreißen, kurz in Wasser einweichen und dann ausdrücken. | tomatoes hacken und cucumber schneiden, red onion dünn in Scheiben schneiden. | bread, Gemüse, capers und basil vermengen. | Mit oil und vinegar anmachen. 30 Min. vor dem Servieren ruhen lassen. (30 min)",280,7,38,12,4,gluten,Updated,Panzanella,de
Vitello Tonnato,Italian,Appetizer,gluten-free;make-ahead,20,60,6,"Kalt gebratenes Kalbfleisch, dünn aufgeschnitten und mit cremiger Thunfischmayonnaise bedeckt.","Die Mayonnaise durch eine selbst gemachte Emulsion aus Eigelb und nativem Olivenöl extra ersetzen, für eine luxuriöse Textur.",800 g Veal Loin | 200 g Canned Tuna | 30 g Capers | 4 fillets Anchovies | 150 ml Mayonnaise | 1 whole Lemon,"veal bei 180 °C braten, bis eine Kerntemperatur von 60 °C erreicht ist. Vollständig abkühlen lassen. (60 min) | tuna, capers, anchovies, mayo und lemon glatt mixen. | veal sehr dünn aufschneiden. Auf einer Platte anrichten. | Thunfischsauce darüber löffeln. Mit capers garnieren. 1 Stunde kalt stellen. (60 min)",320,36,2,18,0,fish;eggs,Updated,Vitello Tonnato,de
Polenta e Funghi,Italian,Dinner,vegetarian;gluten-free,10,30,4,Cremige Polenta mit sautiertem Wildpilzen und Trüffelöl.,"Die Pilze mit trockenem Marsala ablöschen, um eine angenehme Säurekomplexität hinzuzufügen.",250 g Polenta | 400 g Mixed Wild Mushrooms | 60 g Parmesan | 60 g Butter | 2 cloves Garlic | 1 tbsp Truffle Oil | 4 sprigs Thyme,1 L gesalzenes Wasser zum Kochen bringen. polenta einrühren und 25 Min. unter Rühren kochen. (25 min) | butter und Parmesan einrühren. Gut würzen. | mushrooms mit garlic und thyme in butter goldbraun sautieren. (8 min) | polenta mit mushrooms und truffle oil angerichtet servieren.,420,12,52,18,4,dairy,Updated,Polenta e Funghi,de
Spaghetti alle Vongole,Italian,Dinner,quick;seafood,10,20,4,"Der wahre neapolitanische Klassiker — Venusmuscheln, Knoblauch, Weißwein, keine Sahne.","Kurz vor dem Servieren einen letzten Schuss kaltes, hochphenolisches olive oil und lemon zest hinzufügen.",400 g Spaghetti | 1 kg Clams | 200 ml White Wine | 4 cloves Garlic | 1 tsp Chilli Flakes | 20 g Parsley | 5 tbsp Olive Oil,"clams 20 Min. in kaltem Salzwasser einweichen, um Sand auszuspülen. (20 min) | spaghetti al dente kochen. garlic und chilli in oil sautieren. | clams und wine hinzufügen, abdecken und 4 Min. dämpfen, bis sie sich öffnen. (4 min) | pasta mit clams und dem würzigen Sud vermengen. parsley hinzufügen. Servieren.",480,26,64,14,3,gluten;shellfish,Updated,Spaghetti alle Vongole,de
Acqua Pazza,Italian,Dinner,gluten-free;quick,5,20,4,"Ganzer Fisch in verrücktem Wasser pochiert — Tomaten, Knoblauch und Weißwein.","Mit einem kräftigen Einrühren von kaltem nativem Olivenöl extra abschließen, um die dünne Brühe in eine luxuriöse Emulsion nach Michelin-Standard zu verwandeln.",2 whole Whole Sea Bass | 300 g Cherry Tomatoes | 150 ml White Wine | 4 cloves Garlic | 20 g Parsley | 2 tbsp Capers | 4 tbsp Olive Oil,"garlic in olive oil andünsten. tomatoes, wine, capers und 200 ml Wasser hinzufügen. (3 min) | fish hinzufügen. Abdecken und 12–15 Min. garen. (14 min) | parsley darüberstreuen. fish in seiner Pochierbrühe mit knusprigem Brot servieren.",340,42,6,14,2,fish,Updated,Acqua Pazza,de
Ravioli al Burro e Salvia,Italian,Dinner,vegetarian,40,5,4,Frische Ricotta-Spinat-Ravioli in nussiger Salbeibutter.,"Mit einem Schuss pasta water und einem Tropfen lemon juice abschließen, um das Fett der Butter auszubalancieren.",400 g Fresh Pasta Dough | 300 g Ricotta | 150 g Spinach | 80 g Parmesan | 80 g Butter | 12 leaves Sage | 1 whole Egg,"spinach welken lassen, trocken drücken, hacken. Mit ricotta, Parmesan und Gewürzen mischen. | pasta dünn ausrollen. Füllung in Häufchen setzen, falten und ravioli ausschneiden. | In kochendem Salzwasser 3 Min. kochen. (3 min) | butter mit sage leaves bräunen, bis sie nussig duftet. (3 min) | ravioli abgießen, mit sage butter und extra Parmesan vermengen.",540,22,52,26,3,gluten;dairy;eggs,Updated,Ravioli al Burro e Salvia,de
Torta della Nonna,Italian,Dessert,vegetarian,30,40,8,"Großmutters Tarte — Mürbeteig, Vanillecreme und Pinienkerne. Fertiger Mürbeteig funktioniert hier hervorragend — oder selbst herstellen: 200 g kalte butter in 400 g flour einreiben, 2 EL kaltes water hinzufügen, 30 Min. kühlen, dann ausrollen.","Das flour durch cornstarch ersetzen und den Teig blind backen, um einen knusprigen, goldenen Boden zu gewährleisten.",400 g Shortcrust Pastry | 500 ml Milk | 5 whole Egg Yolks | 100 g Sugar | 40 g Flour | 1 tbsp Lemon Zest | 60 g Pine Nuts | 2 tbsp Powdered Sugar,"Creme zubereiten: yolks mit sugar, flour und lemon verquirlen. Heiße milk hinzufügen, unter Rühren kochen, bis die Masse dick wird. (10 min) | Tarteform mit pastry auslegen. Mit abgekühlter Creme füllen. | Mit einem zweiten pastry sheet abdecken, pine nuts darüber streuen. | Bei 180 °C 35 Min. backen, bis goldbraun. (35 min) | Nach dem Abkühlen mit powdered sugar bestäuben.",380,10,44,18,2,gluten;dairy;nuts;eggs,Updated,Torta della Nonna,de
Pasta e Fagioli,Italian,Lunch,vegan;freezer-friendly,10,35,6,Dicke Pasta-und-Bohnen-Suppe — die ultimative italienische Wohlfühlschüssel.,"Das Soffritto mit trockenem Weißwein ablöschen und Wasser durch eine hochwertige Brühe ersetzen, um das Geschmacksprofil zu vertiefen.",200 g Ditalini Pasta | 400 g Cannellini Beans | 1 whole Carrot | 2 stalks Celery | 1 whole Onion | 3 cloves Garlic | 400 g Canned Tomatoes | 2 sprigs Rosemary | 1 piece Parmesan Rind,"onion, carrot und celery in olive oil weich dünsten. (8 min) | garlic, tomatoes, beans, rosemary, Parmesan rind und 800 ml Wasser hinzufügen. | 20 Min. köcheln lassen. Rinde entfernen. (20 min) | pasta hinzufügen. 8 Min. kochen, bis sie weich ist. (8 min) | Konsistenz anpassen. Mit einem Schuss olive oil servieren.",340,14,58,6,10,gluten;dairy,Updated,Pasta e Fagioli,de
Tagliata di Manzo,Italian,Dinner,quick;gluten-free,5,10,4,"Aufgeschnittenes, geruhtes Rumpsteak auf Rucola mit Parmesanspänen und Balsamico.","Die Glasur durch einen 12 Jahre alten Balsamico ersetzen und mit Maldon-Meersalz abschließen, für einen anspruchsvollen texturellen Kontrast.",800 g Ribeye Steak | 100 g Rocket | 60 g Parmesan | 2 tbsp Balsamic Glaze | 3 tbsp Olive Oil | 2 sprigs Rosemary | 1 whole Red Onion | 1 whole Lemon | 1 whole Lemon | 2 whole Eggs | 200 ml White Wine | 2 whole Eggs | 1 whole Lemon,steak großzügig würzen. In einer sehr heißen Pfanne 3–4 Min. pro Seite anbraten. (7 min) | 8 Min. ruhen lassen. (8 min) | Schräg dünn aufschneiden. | Auf rocket anrichten. Mit Parmesan shavings und balsamic glaze toppen.,460,46,2,28,1,dairy,Updated,Tagliata di Manzo,de
Moussaka,Greek,Dinner,family-friendly,30,65,6,"Geschichtete Aubergine, gewürztes Lammfleisch und cremige Béchamel — der griechische Klassiker.","Die Auberginen mit etwas Olivenöl bestreichen und rösten, die Lammsoße vor dem Schichten entfetten, für ein saubereres Ergebnis.",1 kg Eggplant | 600 g Ground Lamb | 400 g Canned Tomatoes | 1 whole Onion | 1 tsp Cinnamon | 600 ml Milk | 60 g Butter | 50 g Flour | 60 g Parmesan | 3 whole Eggs,"Aubergine in Scheiben schneiden, salzen und braten, bis sie goldbraun ist. (15 min) | Lamb mit onion, tomatoes und cinnamon kochen, bis es trocken ist. (20 min) | Béchamel zubereiten, egg yolks hinzufügen. | Schichten: eggplant, meat, eggplant, béchamel. Mit Parmesan bestreuen. | Bei 180°C 45 Minuten backen. (45 min) | 20 Minuten abkühlen lassen, bevor man es aufschneidet. (20 min)",520,28,22,34,5,gluten;dairy;eggs,Updated,Moussaka,de
Spanakopita,Greek,Appetizer,vegetarian,25,40,8,"Knuspriges Filoteig-Gebäck, gefüllt mit Spinat und salzigem Feta. Gekaufter Filoteig ist Standard. Die Teigblätter beim Arbeiten mit einem feuchten Tuch abgedeckt halten.","Geröstete pine nuts für einen texturellen Kontrast und Zitronenschale einarbeiten, um die schweren Fette auszugleichen.",400 g Filo Pastry | 700 g Spinach | 300 g Feta | 3 whole Eggs | 1 whole Onion | 20 g Dill | 80 g Butter,"Spinach welken lassen, gut ausdrücken. Mit zerkrümeltem feta, eggs, onion und dill mischen. | 6 Blätter gebutterten filo in eine Backform schichten. | Spinach-Füllung verteilen. Mit 6 weiteren gebutterten filo-Blättern bedecken. Oberseite einritzen. | Bei 190°C 35–40 Minuten goldbraun backen. (38 min)",340,14,28,20,3,gluten;dairy;eggs,Updated,Spanakopita,de
